month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2024-12,1,7,391,76,47,55.9,10.9,6.7,1
2025-01,1,7,416,68,122,59.4,9.7,17.4,1
