month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2013-11,1,4,469,5,80,117.2,1.2,20.0,1
2013-12,1,10,38,16,474,3.8,1.6,47.4,2
2014-01,1,89,3690,880,5321,41.5,9.9,59.8,2
2014-02,1,234,3484,1365,13532,14.9,5.8,57.8,3
2014-03,1,47,400,122,2763,8.5,2.6,58.8,5
2014-04,1,94,888,638,6639,9.4,6.8,70.6,7
2014-05,1,133,1180,270,9417,8.9,2.0,70.8,12
2014-06,1,66,636,309,4070,9.6,4.7,61.7,5
2014-07,1,63,615,72,5965,9.8,1.1,94.7,9
2014-08,1,98,921,759,7901,9.4,7.7,80.6,6
2014-09,1,81,472,250,6687,5.8,3.1,82.6,5
2014-10,1,120,2229,869,8568,18.6,7.2,71.4,6
2014-11,1,77,852,393,7057,11.1,5.1,91.6,7
2014-12,1,48,1932,1292,5061,40.2,26.9,105.4,7
2015-01,1,49,199,77,3846,4.1,1.6,78.5,7
2015-02,1,43,127,47,3494,3.0,1.1,81.3,7
2015-03,1,117,406,406,9195,3.5,3.5,78.6,10
2015-04,1,162,1272,1113,15743,7.9,6.9,97.2,12
2015-05,1,80,535,255,10042,6.7,3.2,125.5,14
2015-06,1,182,1663,867,17225,9.1,4.8,94.6,5
2015-07,1,139,2507,1435,12226,18.0,10.3,88.0,13
2015-08,1,149,2253,548,15894,15.1,3.7,106.7,13
2015-09,1,223,2557,1173,19574,11.5,5.3,87.8,16
2015-10,1,112,830,559,10174,7.4,5.0,90.8,17
2015-11,1,64,552,415,6807,8.6,6.5,106.4,9
2015-12,1,72,640,343,6509,8.9,4.8,90.4,10
2016-01,1,118,784,884,11842,6.6,7.5,100.4,16
2016-02,1,116,1494,669,10190,12.9,5.8,87.8,16
2016-03,1,125,922,413,12184,7.4,3.3,97.5,21
2016-04,1,141,1801,298,15159,12.8,2.1,107.5,19
2016-05,1,121,1680,450,12406,13.9,3.7,102.5,20
2016-06,1,165,1266,643,19214,7.7,3.9,116.4,25
2016-07,1,139,1853,862,18345,13.3,6.2,132.0,19
2016-08,1,244,4092,1669,41440,16.8,6.8,169.8,28
2016-09,1,112,1907,449,15429,17.0,4.0,137.8,15
2016-10,1,150,2861,900,21668,19.1,6.0,144.5,23
2016-11,1,175,4043,1661,30498,23.1,9.5,174.3,26
2016-12,1,174,2865,453,19254,16.5,2.6,110.7,17
2017-01,1,170,4953,1088,14804,29.1,6.4,87.1,35
2017-02,1,181,3718,2700,18537,20.5,14.9,102.4,26
2017-03,1,154,3751,1005,16150,24.4,6.5,104.9,23
2017-04,1,170,3156,1629,15955,18.6,9.6,93.9,25
2017-05,1,181,3495,1243,19620,19.3,6.9,108.4,28
2017-06,1,252,8764,1970,22270,34.8,7.8,88.4,32
2017-07,1,237,4310,1713,20397,18.2,7.2,86.1,29
2017-08,1,157,3631,1681,16604,23.1,10.7,105.8,29
2017-09,1,218,2439,1302,20644,11.2,6.0,94.7,24
2017-10,1,128,1979,611,12916,15.5,4.8,100.9,26
2017-11,1,187,2431,1482,20096,13.0,7.9,107.5,31
2017-12,1,174,3498,871,19975,20.1,5.0,114.8,34
2018-01,1,143,3004,1421,16806,21.0,9.9,117.5,34
2018-02,1,167,1970,959,28992,11.8,5.7,173.6,31
2018-03,1,217,2035,529,29887,9.4,2.4,137.7,32
2018-04,1,160,1658,503,16292,10.4,3.1,101.8,27
2018-05,1,190,2609,1737,19070,13.7,9.1,100.4,31
2018-06,1,189,1627,444,18731,8.6,2.3,99.1,31
2018-07,1,111,2773,208,12540,25.0,1.9,113.0,22
2018-08,1,77,1172,737,9326,15.2,9.6,121.1,15
2018-09,1,101,1630,303,8629,16.1,3.0,85.4,24
2018-10,1,181,5062,1249,20617,28.0,6.9,113.9,34
2018-11,1,171,1804,823,19404,10.5,4.8,113.5,25
2018-12,1,156,5928,5753,15488,38.0,36.9,99.3,24
2019-01,1,169,3146,1220,18105,18.6,7.2,107.1,29
2019-02,1,107,2168,526,12002,20.3,4.9,112.2,25
2019-03,1,160,2465,542,17959,15.4,3.4,112.2,33
2019-04,1,208,3687,826,20542,17.7,4.0,98.8,35
2019-05,1,196,6095,5998,23472,31.1,30.6,119.8,36
2019-06,1,168,1832,4186,19669,10.9,24.9,117.1,29
2019-07,1,217,6246,4713,27771,28.8,21.7,128.0,37
2019-08,1,198,1966,835,22953,9.9,4.2,115.9,41
2019-09,1,208,2903,1565,23740,14.0,7.5,114.1,42
2019-10,1,156,2545,787,21216,16.3,5.0,136.0,38
2019-11,1,108,1906,962,14018,17.6,8.9,129.8,30
2019-12,1,132,1758,756,14443,13.3,5.7,109.4,34
2020-01,1,147,2364,346,16676,16.1,2.4,113.4,37
2020-02,1,137,1561,851,15847,11.4,6.2,115.7,34
2020-03,1,182,2028,1943,20740,11.1,10.7,114.0,49
2020-04,1,256,2542,1665,28615,9.9,6.5,111.8,60
2020-05,1,237,4305,2062,25906,18.2,8.7,109.3,55
2020-06,1,223,6160,3138,27854,27.6,14.1,124.9,50
2020-07,1,189,2057,1829,22057,10.9,9.7,116.7,49
2020-08,1,159,2340,2364,18480,14.7,14.9,116.2,44
2020-09,1,170,2038,588,18691,12.0,3.5,109.9,42
2020-10,1,224,4162,1498,31208,18.6,6.7,139.3,44
2020-11,1,143,2369,1163,17978,16.6,8.1,125.7,35
2020-12,1,184,2890,2615,24969,15.7,14.2,135.7,46
2021-01,1,198,4055,1376,23282,20.5,6.9,117.6,46
2021-02,1,166,2324,932,21203,14.0,5.6,127.7,41
2021-03,1,188,2651,1353,25521,14.1,7.2,135.8,45
2021-04,1,182,3445,2138,19935,18.9,11.7,109.5,41
2021-05,1,190,2418,5119,26340,12.7,26.9,138.6,45
2021-06,1,229,6535,7375,31371,28.5,32.2,137.0,43
2021-07,1,159,3222,2541,21268,20.3,16.0,133.8,38
2021-08,1,144,3701,1729,17521,25.7,12.0,121.7,32
2021-09,1,131,1024,3705,16812,7.8,28.3,128.3,35
2021-10,1,106,1282,416,13559,12.1,3.9,127.9,37
2021-11,1,121,1889,372,16233,15.6,3.1,134.2,31
2021-12,1,106,872,218,11164,8.2,2.1,105.3,35
2022-01,1,119,2827,2072,17526,23.8,17.4,147.3,32
2022-02,1,115,3818,709,17037,33.2,6.2,148.1,45
2022-03,1,143,1937,971,23321,13.5,6.8,163.1,39
2022-04,1,88,490,302,16328,5.6,3.4,185.5,29
2022-05,1,126,1567,1309,22512,12.4,10.4,178.7,40
2022-06,1,96,1455,599,21323,15.2,6.2,222.1,30
2022-07,1,90,8640,373,17936,96.0,4.1,199.3,29
2022-08,1,144,3495,2137,24408,24.3,14.8,169.5,31
2022-09,1,140,1634,1541,31429,11.7,11.0,224.5,32
2022-10,1,141,4063,1892,35173,28.8,13.4,249.5,31
2022-11,1,110,1546,593,26424,14.1,5.4,240.2,31
2022-12,1,70,833,374,18593,11.9,5.3,265.6,29
2023-01,1,117,1609,935,34212,13.8,8.0,292.4,27
2023-02,1,126,3807,1781,36901,30.2,14.1,292.9,44
2023-03,1,184,2994,1045,44005,16.3,5.7,239.2,43
2023-04,1,119,2788,1277,34138,23.4,10.7,286.9,32
2023-05,1,137,3210,2102,36622,23.4,15.3,267.3,30
2023-06,1,158,3148,1409,36540,19.9,8.9,231.3,35
2023-07,1,95,520,1006,22350,5.5,10.6,235.3,31
2023-08,1,94,1697,4435,20494,18.1,47.2,218.0,30
2023-09,1,119,2596,1470,32408,21.8,12.4,272.3,31
2023-10,1,105,1477,861,31716,14.1,8.2,302.1,24
2023-11,1,102,1887,173,27978,18.5,1.7,274.3,26
2023-12,1,101,2394,649,26710,23.7,6.4,264.5,29
2024-01,1,141,1582,618,35361,11.2,4.4,250.8,32
2024-02,1,115,1651,500,32321,14.4,4.3,281.1,31
2024-03,1,79,1099,344,20889,13.9,4.4,264.4,20
2024-04,1,126,1625,1428,33576,12.9,11.3,266.5,37
2024-05,1,106,1977,1929,30628,18.7,18.2,288.9,28
2024-06,1,122,1091,205,32273,8.9,1.7,264.5,32
2024-07,1,116,771,519,28250,6.6,4.5,243.5,36
2024-08,1,114,785,487,26101,6.9,4.3,229.0,34
2024-09,1,114,1429,862,23541,12.5,7.6,206.5,35
2024-10,1,61,428,519,14072,7.0,8.5,230.7,19
2024-11,1,72,761,414,15471,10.6,5.8,214.9,29
2024-12,1,63,1404,1095,16165,22.3,17.4,256.6,22
2025-01,1,90,1389,692,20295,15.4,7.7,225.5,23
2025-02,1,99,1485,693,21986,15.0,7.0,222.1,26
2025-03,1,122,929,221,31987,7.6,1.8,262.2,39
2025-04,1,133,2888,2370,37945,21.7,17.8,285.3,32
2025-05,1,96,1125,1401,22098,11.7,14.6,230.2,26
2025-06,1,94,1586,1354,23978,16.9,14.4,255.1,29
2025-07,1,131,1869,1013,33825,14.3,7.7,258.2,42
2025-08,1,88,1446,492,21340,16.4,5.6,242.5,30
2025-09,1,92,835,382,26371,9.1,4.2,286.6,32
2025-10,1,93,736,385,24061,7.9,4.1,258.7,29
2025-11,1,144,13733,1151,43104,95.4,8.0,299.3,41
2025-12,1,78,1282,401,20769,16.4,5.1,266.3,28
2026-01,1,94,2007,211,21868,21.4,2.2,232.6,31
2026-02,1,112,2828,2181,30892,25.2,19.5,275.8,40
2026-03,1,141,4237,1030,45191,30.0,7.3,320.5,39
2026-04,1,142,3266,1816,39780,23.0,12.8,280.1,44
2026-05,1,151,12356,6438,57970,81.8,42.6,383.9,34
2026-06,1,127,22209,3382,52227,174.9,26.6,411.2,35
2026-07,1,106,3466,1049,37336,32.7,9.9,352.2,36
2026-08,1,144,5666,741,52386,39.3,5.1,363.8,39
2026-09,1,78,1195,307,29465,15.3,3.9,377.8,30
