month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2014-07,1,2,28,0,20,14.0,0.0,10.0,1
2015-01,1,59,4170,1647,1402,70.7,27.9,23.8,2
2015-02,1,20,1822,885,684,91.1,44.2,34.2,1
2015-03,1,68,2944,1018,3244,43.3,15.0,47.7,8
2015-04,1,63,43661,1444,2844,693.0,22.9,45.1,4
2015-05,1,57,4971,1102,3941,87.2,19.3,69.1,8
2015-06,1,47,10852,168,3078,230.9,3.6,65.5,8
2015-07,1,100,41978,2508,6099,419.8,25.1,61.0,6
2015-08,1,55,2898,8355,5480,52.7,151.9,99.6,6
2015-09,1,32,22937,4326,2861,716.8,135.2,89.4,6
2015-10,1,28,710,686,2626,25.4,24.5,93.8,7
2015-11,1,85,3758,1307,5987,44.2,15.4,70.4,5
2015-12,1,25,362,185,1698,14.5,7.4,67.9,8
2016-01,1,123,4267,1587,16589,34.7,12.9,134.9,14
2016-02,1,155,232196,14373,18393,1498.0,92.7,118.7,9
2016-03,1,134,4301,4852,10533,32.1,36.2,78.6,17
2016-04,1,59,439,626,6566,7.4,10.6,111.3,8
2016-05,1,110,359875,121710,14401,3271.6,1106.5,130.9,16
2016-06,1,93,3256,652,18895,35.0,7.0,203.2,11
2016-07,1,79,44225,634,9671,559.8,8.0,122.4,9
2016-08,1,137,255590,243630,16043,1865.6,1778.3,117.1,16
2016-09,1,91,1768,9819,20855,19.4,107.9,229.2,15
2016-10,1,69,98549,456,32006,1428.2,6.6,463.9,19
2016-11,1,109,2969,1541,18685,27.2,14.1,171.4,16
2016-12,1,120,2898,672,25330,24.1,5.6,211.1,18
2017-01,1,98,20700,113852,8798,211.2,1161.8,89.8,16
2017-02,1,58,1120,1024,5531,19.3,17.7,95.4,13
2017-03,1,136,37128,32606,9864,273.0,239.8,72.5,19
2017-04,1,91,1636,1018,7555,18.0,11.2,83.0,18
2017-05,1,48,1210,506,3711,25.2,10.5,77.3,13
2017-06,1,73,2792,1009,5676,38.2,13.8,77.8,16
2017-07,1,50,3085,972,4160,61.7,19.4,83.2,14
2017-08,1,49,58324,3437,3966,1190.3,70.1,80.9,17
2017-09,1,75,1843,569,6418,24.6,7.6,85.6,15
2017-10,1,53,18782,4689,3816,354.4,88.5,72.0,8
2017-11,1,105,2721,1466,8497,25.9,14.0,80.9,19
2017-12,1,60,1721,7681,9529,28.7,128.0,158.8,8
2018-01,1,63,1426,169,5623,22.6,2.7,89.3,13
2018-02,1,57,2511659,574266,6353,44064.2,10074.8,111.5,6
2018-03,1,29,698,507,2897,24.1,17.5,99.9,7
2018-04,1,42,534448,1103901,3487,12725.0,26283.4,83.0,13
2018-05,1,53,1026,780,4731,19.4,14.7,89.3,11
2018-06,1,53,1258,775,4325,23.7,14.6,81.6,10
2018-07,1,52,1283,488,3583,24.7,9.4,68.9,11
2018-08,1,56,550733,679,5071,9834.5,12.1,90.6,7
2018-09,1,81,2454274,362044,5976,30299.7,4469.7,73.8,13
2018-10,1,102,2065,713,11452,20.2,7.0,112.3,19
2018-11,1,34,241,128,2956,7.1,3.8,86.9,16
2018-12,1,55,4417,1280,5578,80.3,23.3,101.4,20
