month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2022-06,1,7,1437,1,301,205.3,0.1,43.0,1
2022-07,1,18,693,391,1252,38.5,21.7,69.6,1
2022-08,1,110,2360,397,6358,21.5,3.6,57.8,1
2022-09,1,40,192,19,2119,4.8,0.5,53.0,10
2022-10,1,46,83,33,2586,1.8,0.7,56.2,12
2022-11,1,39,59,5,2149,1.5,0.1,55.1,11
2022-12,1,21,41,18,1191,2.0,0.9,56.7,6
2023-01,1,50,128,29,3531,2.6,0.6,70.6,11
2023-02,1,36,75,5,2484,2.1,0.1,69.0,5
2023-03,1,88,58,1,6578,0.7,0.0,74.8,8
2023-04,1,68,38,0,5137,0.6,0.0,75.5,3
2023-05,1,78,67,0,5814,0.9,0.0,74.5,5
2023-06,1,80,90,2,5671,1.1,0.0,70.9,11
2023-07,1,58,61,2,4002,1.1,0.0,69.0,9
2023-08,1,34,62,0,2454,1.8,0.0,72.2,5
2023-09,1,64,65,1,4549,1.0,0.0,71.1,7
2023-10,1,60,49,0,4407,0.8,0.0,73.5,6
2023-11,1,126,271,76,9491,2.2,0.6,75.3,8
2023-12,1,70,103,0,4879,1.5,0.0,69.7,5
2024-01,1,79,112,69,6168,1.4,0.9,78.1,8
2024-02,1,112,332,169,7775,3.0,1.5,69.4,7
2024-03,1,99,78,3,7056,0.8,0.0,71.3,10
2024-04,1,96,56,1,6742,0.6,0.0,70.2,8
2024-05,1,98,85,13,7622,0.9,0.1,77.8,8
2024-06,1,57,43,0,4179,0.8,0.0,73.3,4
2024-07,1,75,50,5,6301,0.7,0.1,84.0,9
2024-08,1,82,54,0,5816,0.7,0.0,70.9,6
2024-09,1,101,151,5,8351,1.5,0.0,82.7,5
2024-10,1,119,207,112,8596,1.7,0.9,72.2,7
2024-11,1,105,193,1,7937,1.8,0.0,75.6,10
2024-12,1,84,45,1,6330,0.5,0.0,75.4,8
2025-01,1,146,111,40,11572,0.8,0.3,79.3,9
2025-02,1,62,39,2,4646,0.6,0.0,74.9,9
2025-03,1,96,57,1,7524,0.6,0.0,78.4,5
2025-04,1,153,112,20,11554,0.7,0.1,75.5,9
2025-05,1,113,122,12,9119,1.1,0.1,80.7,9
2025-06,1,85,218,11,6493,2.6,0.1,76.4,4
2025-07,1,145,111,120,10277,0.8,0.8,70.9,10
2025-08,1,64,34,0,4808,0.5,0.0,75.1,5
2025-09,1,98,118,2,7490,1.2,0.0,76.4,9
2025-10,1,87,90,0,6579,1.0,0.0,75.6,5
2025-11,1,107,87,12,8004,0.8,0.1,74.8,15
2025-12,1,50,26,0,3848,0.5,0.0,77.0,2
2026-01,1,105,83,6,9244,0.8,0.1,88.0,8
2026-02,1,125,749,192,12682,6.0,1.5,101.5,12
2026-03,1,173,851,238,12888,4.9,1.4,74.5,14
2026-04,1,171,105,1,12286,0.6,0.0,71.8,9
2026-05,1,206,309,8,16320,1.5,0.0,79.2,20
2026-06,1,261,184,0,19814,0.7,0.0,75.9,16
2026-07,1,199,119,0,15555,0.6,0.0,78.2,12
2026-08,1,137,127,32,10011,0.9,0.2,73.1,10
2026-09,1,101,192,55,8238,1.9,0.5,81.6,6
