month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2017-06,1,6,665,41,354,110.8,6.8,59.0,2
2017-07,1,9,34,21,440,3.8,2.3,48.9,1
2017-08,1,8,9,9,252,1.1,1.1,31.5,2
2017-09,1,1,1,1,35,1.0,1.0,35.0,1
2017-10,1,6,8,8,219,1.3,1.3,36.5,1
2017-11,1,5,108,95,692,21.6,19.0,138.4,2
2017-12,1,3,14,8,109,4.7,2.7,36.3,2
2018-01,1,2,4,4,70,2.0,2.0,35.0,1
2018-02,1,4,7,7,182,1.8,1.8,45.5,1
2018-03,1,3,6,6,150,2.0,2.0,50.0,2
2018-04,1,3,4,3,128,1.3,1.0,42.7,1
2018-05,1,3,4,4,86,1.3,1.3,28.7,1
2018-09,1,7,17,8,266,2.4,1.1,38.0,2
2018-10,1,5,9,8,388,1.8,1.6,77.6,3
2018-11,1,5,20,17,323,4.0,3.4,64.6,1
2018-12,1,2,13,11,139,6.5,5.5,69.5,2
2019-01,1,2,14,8,118,7.0,4.0,59.0,1
2019-02,1,12,49,36,647,4.1,3.0,53.9,4
2019-03,1,2,2,2,51,1.0,1.0,25.5,1
2019-06,1,3,39,25,123,13.0,8.3,41.0,2
2019-07,1,7,42,13,324,6.0,1.9,46.3,3
2019-08,1,3,4,12,75,1.3,4.0,25.0,1
2019-10,1,2,2,2,41,1.0,1.0,20.5,1
2019-11,1,1,1,0,47,1.0,0.0,47.0,1
2019-12,1,2,142,25,90,71.0,12.5,45.0,1
2020-02,1,12,283,69,333,23.6,5.8,27.8,2
2020-03,1,10,350,40,281,35.0,4.0,28.1,1
2020-04,1,8,85,16,224,10.6,2.0,28.0,1
2020-06,1,3,30,15,80,10.0,5.0,26.7,1
2020-08,1,1,5,0,26,5.0,0.0,26.0,1
2020-09,1,1,9,9,124,9.0,9.0,124.0,1
2020-10,1,4,24,82,101,6.0,20.5,25.2,2
2021-02,1,2,16,2,80,8.0,1.0,40.0,2
2021-03,1,21,2056,456,1091,97.9,21.7,52.0,2
2021-04,1,34,1241,683,1309,36.5,20.1,38.5,3
2021-05,1,25,776,428,1100,31.0,17.1,44.0,3
2021-06,1,13,156,128,399,12.0,9.8,30.7,3
2021-07,1,23,1111,366,1933,48.3,15.9,84.0,3
2021-08,1,23,361,129,902,15.7,5.6,39.2,5
2021-09,1,10,1979,298,2543,197.9,29.8,254.3,3
2021-10,1,63,2510,854,2056,39.8,13.6,32.6,5
2021-11,1,16,847,152,665,52.9,9.5,41.6,3
2021-12,1,2,88,19,130,44.0,9.5,65.0,2
2022-01,1,15,2929,650,1104,195.3,43.3,73.6,4
2022-02,1,18,1825,538,854,101.4,29.9,47.4,5
2022-03,1,33,1450,218,1196,43.9,6.6,36.2,4
2022-04,1,6,207,51,194,34.5,8.5,32.3,2
2022-05,1,6,139,14,205,23.2,2.3,34.2,3
2022-06,1,19,316,236,747,16.6,12.4,39.3,7
2022-07,1,12,178,27,1209,14.8,2.2,100.8,4
2022-08,1,13,156,31,746,12.0,2.4,57.4,3
2022-09,1,8,611,86,526,76.4,10.8,65.8,5
2022-10,1,14,98,193,775,7.0,13.8,55.4,4
2022-11,1,13,1826,272,742,140.5,20.9,57.1,4
2022-12,1,7,49,40,513,7.0,5.7,73.3,2
2023-01,1,11,1354,497,657,123.1,45.2,59.7,3
2023-02,1,5,225,109,267,45.0,21.8,53.4,3
2023-03,1,10,538,121,1116,53.8,12.1,111.6,4
2023-04,1,11,1378,218,823,125.3,19.8,74.8,6
2023-05,1,19,3424,429,1220,180.2,22.6,64.2,6
2023-06,1,19,715,75,1132,37.6,3.9,59.6,5
2023-07,1,6,2210,43,1132,368.3,7.2,188.7,3
2023-08,1,9,171,92,657,19.0,10.2,73.0,3
2023-09,1,13,438,339,797,33.7,26.1,61.3,4
2023-10,1,14,706,102,855,50.4,7.3,61.1,5
2023-11,1,16,2101,158,1168,131.3,9.9,73.0,4
2023-12,1,17,1150,518,1444,67.6,30.5,84.9,4
2024-01,1,18,591,566,1982,32.8,31.4,110.1,4
2024-02,1,16,880,214,1183,55.0,13.4,73.9,4
2024-03,1,7,203,131,1020,29.0,18.7,145.7,4
2024-04,1,12,689,466,2166,57.4,38.8,180.5,3
2024-05,1,6,117,28,504,19.5,4.7,84.0,4
2024-06,1,13,651,312,1420,50.1,24.0,109.2,5
2024-07,1,12,129,19,1583,10.8,1.6,131.9,6
2024-08,1,7,218,106,1028,31.1,15.1,146.9,4
2024-09,1,4,104,8,604,26.0,2.0,151.0,2
2024-10,1,9,142,16,743,15.8,1.8,82.6,3
2024-11,1,9,189,13,768,21.0,1.4,85.3,3
2024-12,1,1,8,2,38,8.0,2.0,38.0,1
2025-01,1,11,82,17,912,7.5,1.5,82.9,5
2025-02,1,15,416,310,2046,27.7,20.7,136.4,5
2025-03,1,8,14626,15525,1450,1828.2,1940.6,181.2,5
2025-04,1,8,131,37,793,16.4,4.6,99.1,3
2025-05,1,25,728,296,6467,29.1,11.8,258.7,6
2025-06,1,29,1394,3057,5502,48.1,105.4,189.7,4
2025-07,1,3,286,8,467,95.3,2.7,155.7,3
2025-08,1,13,63,45,4860,4.8,3.5,373.8,4
2025-09,1,31,1838,272,10385,59.3,8.8,335.0,7
2025-10,1,25,858,142,12067,34.3,5.7,482.7,7
2025-11,1,12,54,27,2957,4.5,2.2,246.4,5
2025-12,1,15,79,69,4984,5.3,4.6,332.3,5
2026-01,1,17,740,217,7967,43.5,12.8,468.6,7
2026-02,1,12,187,24,5636,15.6,2.0,469.7,5
2026-03,1,42,3366,197,28829,80.1,4.7,686.4,11
2026-04,1,33,1073,356,25868,32.5,10.8,783.9,8
2026-05,1,56,519,247,24270,9.3,4.4,433.4,8
2026-06,1,75,6098,939,42996,81.3,12.5,573.3,13
2026-07,1,26,1133,92,12302,43.6,3.5,473.2,9
2026-08,1,46,2611,530,29990,56.8,11.5,652.0,10
2026-09,1,26,8230,4000,10592,316.5,153.8,407.4,8
