month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2020-08,1,13,4283,675,274,329.5,51.9,21.1,1
2022-05,1,2,9,5,145,4.5,2.5,72.5,1
2022-06,1,5,797,53,133,159.4,10.6,26.6,1
2022-07,1,17,4316,4318,4581,253.9,254.0,269.5,2
2022-08,1,17,3635,621,6685,213.8,36.5,393.2,1
2022-09,1,7,40,40,155,5.7,5.7,22.1,1
2022-12,1,1,1,1,53,1.0,1.0,53.0,1
2023-02,1,1,10,0,35,10.0,0.0,35.0,1
2023-03,1,21,897,726,2641,42.7,34.6,125.8,2
2023-04,1,10,1696,142,3305,169.6,14.2,330.5,2
2023-05,1,9,5080,415,2112,564.4,46.1,234.7,2
2023-07,1,5,384,6,576,76.8,1.2,115.2,2
2023-08,1,3,181,54,431,60.3,18.0,143.7,2
2023-10,1,2,115,3,272,57.5,1.5,136.0,2
2023-11,1,5,84,17,613,16.8,3.4,122.6,3
2023-12,1,15,505,437,2244,33.7,29.1,149.6,3
2024-01,1,3,27,16,504,9.0,5.3,168.0,1
2024-02,1,7,504,36,774,72.0,5.1,110.6,3
2024-03,1,2,81,26,147,40.5,13.0,73.5,1
2024-04,1,4,23,6,657,5.8,1.5,164.2,2
2024-05,1,13,718,160,1487,55.2,12.3,114.4,3
2024-07,1,2,13,5,196,6.5,2.5,98.0,1
2024-08,1,15,1298,129,3353,86.5,8.6,223.5,5
2024-09,1,7,191,545,968,27.3,77.9,138.3,3
2024-10,1,18,762,311,2283,42.3,17.3,126.8,4
2024-11,1,1,9,1,91,9.0,1.0,91.0,1
2024-12,1,2,12,6,129,6.0,3.0,64.5,2
2025-02,1,6,1435,306,1160,239.2,51.0,193.3,3
2025-04,1,23,306,2077,7215,13.3,90.3,313.7,5
2025-05,1,2,8,8,196,4.0,4.0,98.0,1
2025-06,1,12,145,26,2381,12.1,2.2,198.4,4
2025-07,1,42,974,435,4952,23.2,10.4,117.9,4
2025-08,1,1,4,6,57,4.0,6.0,57.0,1
2025-09,1,7,47,35,1431,6.7,5.0,204.4,3
2025-10,1,5,31,21,1904,6.2,4.2,380.8,3
2025-11,1,11,74,88,2778,6.7,8.0,252.5,5
2025-12,1,15,158,74,3143,10.5,4.9,209.5,4
2026-01,1,9,146,18,4477,16.2,2.0,497.4,6
2026-02,1,5,3713,7,5199,742.6,1.4,1039.8,3
2026-03,1,11,777,450,3379,70.6,40.9,307.2,6
2026-04,1,1,1,1,111,1.0,1.0,111.0,1
2026-05,1,6,72,50,1162,12.0,8.3,193.7,5
2026-06,1,4,79,4,2013,19.8,1.0,503.2,4
2026-08,1,1,0,18,348,0.0,18.0,348.0,1
2026-09,1,1,25,15,1500,25.0,15.0,1500.0,5
