month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length
2019-11,1,14,2985,563,418,213.2,40.2,29.9
2019-12,1,2,198,366,42,99.0,183.0,21.0
