month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2018-06,1,36,6698,433,1080,186.1,12.0,30.0,2
2018-07,1,71,2986,656,2390,42.1,9.2,33.7,1
2018-08,1,32,1221,125,1087,38.2,3.9,34.0,2
2018-09,1,44,4841,545,1668,110.0,12.4,37.9,1
2018-10,1,3,68,7,147,22.7,2.3,49.0,1
2018-11,1,7,870,27,325,124.3,3.9,46.4,3
2018-12,1,18,2040,1827,926,113.3,101.5,51.4,2
2019-01,1,14,390,231,464,27.9,16.5,33.1,1
2019-02,1,23,959,226,915,41.7,9.8,39.8,2
2019-03,1,22,248,81,962,11.3,3.7,43.7,3
2019-04,1,5,45,4,159,9.0,0.8,31.8,1
2019-05,1,1,7,0,17,7.0,0.0,17.0,1
2019-06,1,5,12,3,129,2.4,0.6,25.8,1
2019-07,1,28,1660,1292,906,59.3,46.1,32.4,1
2019-10,1,2,270,159,50,135.0,79.5,25.0,1
2019-11,1,10,60,50,1978,6.0,5.0,197.8,2
2019-12,1,10,625,283,329,62.5,28.3,32.9,2
2020-01,1,6,95,65,454,15.8,10.8,75.7,2
2020-02,1,17,1330,353,2697,78.2,20.8,158.6,4
2020-03,1,11,1734,918,3260,157.6,83.5,296.4,2
2020-04,1,17,1102,469,5342,64.8,27.6,314.2,4
2020-05,1,12,64,31,830,5.3,2.6,69.2,4
2020-06,1,34,1948,589,3313,57.3,17.3,97.4,4
2020-07,1,1,5,15,140,5.0,15.0,140.0,1
2020-08,1,6,191,11,633,31.8,1.8,105.5,3
2020-09,1,5,20,44,566,4.0,8.8,113.2,2
2020-10,1,25,2158,1825,2176,86.3,73.0,87.0,3
2020-11,1,6,63,24,1851,10.5,4.0,308.5,2
2020-12,1,17,387,1155,4000,22.8,67.9,235.3,5
2021-01,1,28,3145,1870,2430,112.3,66.8,86.8,8
2021-02,1,21,670,307,1287,31.9,14.6,61.3,7
2021-03,1,6,277,160,1332,46.2,26.7,222.0,2
2021-04,1,26,532,690,4471,20.5,26.5,172.0,4
2021-05,1,47,2683,3041,10348,57.1,64.7,220.2,5
2021-06,1,29,600,1204,4437,20.7,41.5,153.0,3
2021-07,1,8,1259,35,1109,157.4,4.4,138.6,4
2021-08,1,6,221,100,1987,36.8,16.7,331.2,2
2021-09,1,29,2029,1268,5719,70.0,43.7,197.2,4
2021-10,1,28,561,239,3113,20.0,8.5,111.2,5
2021-11,1,10,133,65,2369,13.3,6.5,236.9,4
2021-12,1,6,34,78,3847,5.7,13.0,641.2,3
2022-01,1,4,15,3,168,3.8,0.8,42.0,2
2022-02,1,37,1620,501,2012,43.8,13.5,54.4,3
2022-03,1,12,39,52,687,3.2,4.3,57.2,3
2022-04,1,19,326,185,1547,17.2,9.7,81.4,4
2022-05,1,18,137,114,2131,7.6,6.3,118.4,5
2022-07,1,9,221,501,1899,24.6,55.7,211.0,4
2022-08,1,4,49,5,271,12.2,1.2,67.8,2
2022-09,1,5,409,87,820,81.8,17.4,164.0,3
2022-11,1,11,33,17,480,3.0,1.5,43.6,4
2022-12,1,7,29,11,1480,4.1,1.6,211.4,4
2023-01,1,27,461,35,2532,17.1,1.3,93.8,7
