month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2025-11,1,16,19007,3047,1015,1187.9,190.4,63.4,1
2025-12,1,11,1775,734,267,161.4,66.7,24.3,1
2026-02,1,1,3,3,8,3.0,3.0,8.0,1
