month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2019-10,1,4,80,0,146,20.0,0.0,36.5,1
2020-02,1,1,28,0,25,28.0,0.0,25.0,1
2020-03,1,1,1,1,25,1.0,1.0,25.0,1
2021-01,1,7,341,82,235,48.7,11.7,33.6,1
2021-02,1,8,431,298,479,53.9,37.2,59.9,2
2021-03,1,2,37,9,202,18.5,4.5,101.0,2
2021-05,1,6,110,3,802,18.3,0.5,133.7,2
2021-06,1,1,67,304,82,67.0,304.0,82.0,1
2021-08,1,1,2,0,55,2.0,0.0,55.0,1
2022-02,1,3,36,3,77,12.0,1.0,25.7,1
2022-03,1,5,19,4,422,3.8,0.8,84.4,2
2022-04,1,5,25,30,161,5.0,6.0,32.2,1
2022-05,1,3,8,21,150,2.7,7.0,50.0,1
2022-06,1,1,1,1,60,1.0,1.0,60.0,1
2022-07,1,3,33,13,125,11.0,4.3,41.7,3
2022-08,1,1,1,5,30,1.0,5.0,30.0,1
2022-11,1,1,6,1,97,6.0,1.0,97.0,1
2022-12,1,1,29,7,188,29.0,7.0,188.0,1
2023-01,1,1,0,144,8,0.0,144.0,8.0,1
2023-02,1,2,3,22,90,1.5,11.0,45.0,2
2023-03,1,1,0,2,25,0.0,2.0,25.0,1
2023-05,1,2,14,14,133,7.0,7.0,66.5,2
2023-06,1,1,1,77,37,1.0,77.0,37.0,1
2023-07,1,1,0,141,75,0.0,141.0,75.0,1
2024-05,1,1,73,0,32,73.0,0.0,32.0,1
2024-07,1,6,35,28,518,5.8,4.7,86.3,2
2024-08,1,1,1,0,41,1.0,0.0,41.0,1
2024-09,1,2,12,0,288,6.0,0.0,144.0,1
2024-10,1,3,22,9,692,7.3,3.0,230.7,3
2024-11,1,1,5,3,29,5.0,3.0,29.0,1
2025-01,1,1,1,1,30,1.0,1.0,30.0,1
2025-02,1,1,2,2,19,2.0,2.0,19.0,1
2025-04,1,3,12,8,142,4.0,2.7,47.3,2
2025-05,1,1,0,5,66,0.0,5.0,66.0,1
2025-06,1,1,5,0,84,5.0,0.0,84.0,1
2025-07,1,1,2,11,41,2.0,11.0,41.0,1
2025-12,1,1,2,2,135,2.0,2.0,135.0,1
2026-01,1,2,22,21,293,11.0,10.5,146.5,2
2026-03,1,4,78,15,1485,19.5,3.8,371.2,3
2026-05,1,7,5486,5388,12568,783.7,769.7,1795.4,3
2026-06,1,6,39,12,1753,6.5,2.0,292.2,3
2026-07,1,6,30,24,1891,5.0,4.0,315.2,2
2026-08,1,7,61,12,4259,8.7,1.7,608.4,5
2026-09,1,2,57,25,1098,28.5,12.5,549.0,3
