month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length
2021-02,1,16,26495,305,361,1655.9,19.1,22.6
2021-11,1,1,16,16,31,16.0,16.0,31.0
