month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2018-03,1,105,4781,2241,5602,45.5,21.3,53.4,3
2018-04,1,60,1227,672,5145,20.4,11.2,85.8,3
2018-05,1,69,2978,1219,7400,43.2,17.7,107.2,8
2018-06,1,63,1583,704,8547,25.1,11.2,135.7,5
2018-07,1,51,2008,748,5576,39.4,14.7,109.3,6
2018-08,1,26,848,405,3033,32.6,15.6,116.7,5
2018-09,1,20,906,687,2247,45.3,34.4,112.3,5
2018-10,1,39,2171,1556,2967,55.7,39.9,76.1,5
2018-11,1,51,2089,1266,6494,41.0,24.8,127.3,9
2018-12,1,23,556,470,2918,24.2,20.4,126.9,5
2019-01,1,21,265,54,1256,12.6,2.6,59.8,7
2019-02,1,35,842,429,3968,24.1,12.3,113.4,6
2019-03,1,5,19,7,868,3.8,1.4,173.6,4
2019-04,1,9,88,57,1420,9.8,6.3,157.8,3
2019-05,1,32,209,202,1895,6.5,6.3,59.2,2
2019-06,1,12,1305,1011,2239,108.8,84.2,186.6,4
2019-07,1,34,1454,1254,4349,42.8,36.9,127.9,6
2019-08,1,63,3920,1644,8657,62.2,26.1,137.4,9
2019-09,1,38,6162,1835,9543,162.2,48.3,251.1,7
2019-10,1,62,6624,3453,12035,106.8,55.7,194.1,8
2019-11,1,42,10903,6355,10494,259.6,151.3,249.9,11
2019-12,1,41,3677,1630,9149,89.7,39.8,223.1,9
2020-01,1,80,8656,3750,17854,108.2,46.9,223.2,11
2020-02,1,52,4226,1276,5471,81.3,24.5,105.2,10
2020-03,1,49,4536,2737,7662,92.6,55.9,156.4,9
2020-04,1,45,3730,1669,9311,82.9,37.1,206.9,10
2020-05,1,50,5708,2012,12838,114.2,40.2,256.8,9
2020-06,1,87,7499,2869,26016,86.2,33.0,299.0,11
2020-07,1,118,6644,2641,25058,56.3,22.4,212.4,13
2020-08,1,62,6247,1879,11416,100.8,30.3,184.1,9
2020-09,1,103,8895,7630,24038,86.4,74.1,233.4,10
2020-10,1,71,6478,7184,20855,91.2,101.2,293.7,8
2020-11,1,65,8736,3696,24103,134.4,56.9,370.8,10
2020-12,1,40,6063,619,10319,151.6,15.5,258.0,8
2021-01,1,63,4884,2100,18259,77.5,33.3,289.8,11
2021-02,1,95,6033,2451,20829,63.5,25.8,219.3,9
2021-03,1,68,4252,1709,21943,62.5,25.1,322.7,12
2021-04,1,49,3839,2724,10811,78.3,55.6,220.6,9
2021-05,1,66,6442,3435,19415,97.6,52.0,294.2,9
2021-06,1,78,5112,8432,16770,65.5,108.1,215.0,10
2021-07,1,57,3633,744,15084,63.7,13.1,264.6,11
2021-08,1,34,2468,856,7747,72.6,25.2,227.9,11
2021-09,1,41,3851,919,14979,93.9,22.4,365.3,13
2021-10,1,46,4825,1203,22014,104.9,26.2,478.6,13
2021-11,1,55,7172,5336,17816,130.4,97.0,323.9,16
2021-12,1,81,6243,1927,26143,77.1,23.8,322.8,12
2022-01,1,34,2709,888,9474,79.7,26.1,278.6,10
2022-02,1,92,5737,1472,28978,62.4,16.0,315.0,13
2022-03,1,104,6413,4784,27071,61.7,46.0,260.3,15
2022-04,1,86,6361,2424,23319,74.0,28.2,271.2,16
2022-05,1,88,2673,2585,19284,30.4,29.4,219.1,19
2022-06,1,71,3637,3054,11958,51.2,43.0,168.4,12
2022-07,1,84,5005,1823,21341,59.6,21.7,254.1,17
2022-08,1,63,5994,2692,13010,95.1,42.7,206.5,22
2022-09,1,79,4561,1792,21263,57.7,22.7,269.2,20
2022-10,1,90,6988,3580,20279,77.6,39.8,225.3,20
2022-11,1,103,8389,4279,21464,81.4,41.5,208.4,18
2022-12,1,82,6471,4399,20164,78.9,53.6,245.9,17
2023-01,1,113,12335,5794,25313,109.2,51.3,224.0,20
2023-02,1,87,12200,4449,13701,140.2,51.1,157.5,21
2023-03,1,140,11122,8924,26596,79.4,63.7,190.0,20
2023-04,1,117,11306,4430,22548,96.6,37.9,192.7,22
2023-05,1,136,11654,6044,23480,85.7,44.4,172.6,22
2023-06,1,141,9366,6003,21554,66.4,42.6,152.9,20
2023-07,1,98,8371,2080,17448,85.4,21.2,178.0,21
2023-08,1,74,6879,6962,13828,93.0,94.1,186.9,17
2023-09,1,100,5792,2211,15154,57.9,22.1,151.5,19
2023-10,1,126,6202,5152,22421,49.2,40.9,177.9,18
2023-11,1,137,7615,4581,29530,55.6,33.4,215.5,17
2023-12,1,115,9921,2388,25777,86.3,20.8,224.1,18
2024-01,1,192,19550,15722,41610,101.8,81.9,216.7,22
2024-02,1,115,7851,6303,20403,68.3,54.8,177.4,28
2024-03,1,85,7577,5175,17005,89.1,60.9,200.1,21
2024-04,1,102,11140,6986,22992,109.2,68.5,225.4,24
2024-05,1,102,17622,10982,15839,172.8,107.7,155.3,22
2024-06,1,62,5906,1040,11370,95.3,16.8,183.4,17
2024-07,1,84,9950,4168,22038,118.5,49.6,262.4,19
2024-08,1,80,6094,2523,46856,76.2,31.5,585.7,15
2024-09,1,90,9993,6554,31638,111.0,72.8,351.5,18
2024-10,1,108,8771,1791,60625,81.2,16.6,561.3,23
2024-11,1,102,7465,2829,146064,73.2,27.7,1432.0,19
2024-12,1,87,4195,972,39282,48.2,11.2,451.5,23
2025-01,1,124,12461,4074,41847,100.5,32.9,337.5,30
2025-02,1,70,7980,2854,20870,114.0,40.8,298.1,21
2025-03,1,80,8624,4587,27219,107.8,57.3,340.2,20
2025-04,1,103,7678,7176,27582,74.5,69.7,267.8,19
2025-05,1,81,8908,9789,17682,110.0,120.9,218.3,18
2025-06,1,53,5256,3836,14329,99.2,72.4,270.4,16
2025-07,1,57,3774,2549,29147,66.2,44.7,511.4,18
2025-08,1,37,3025,2837,12381,81.8,76.7,334.6,14
2025-09,1,43,6794,2882,20076,158.0,67.0,466.9,16
2025-10,1,61,4651,5131,141467,76.2,84.1,2319.1,19
2025-11,1,59,3529,2881,70549,59.8,48.8,1195.7,13
2025-12,1,40,1904,836,33716,47.6,20.9,842.9,12
2026-01,1,84,10919,7953,105811,130.0,94.7,1259.7,21
2026-02,1,56,4245,3947,121903,75.8,70.5,2176.8,14
2026-03,1,58,7211,1233,91931,124.3,21.3,1585.0,15
2026-04,1,43,3484,615,30270,81.0,14.3,704.0,20
2026-05,1,70,3516,4353,182881,50.2,62.2,2612.6,19
2026-06,1,134,20279,12441,385016,151.3,92.8,2873.3,22
2026-07,1,105,18471,15451,308273,175.9,147.2,2935.9,20
2026-08,1,130,23186,16814,177969,178.4,129.3,1369.0,20
2026-09,1,59,7627,7337,114505,129.3,124.4,1940.8,18
