month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2019-11,1,2,6980,0,25,3490.0,0.0,12.5,1
2019-12,1,76,11771,11668,2238,154.9,153.5,29.4,3
2020-01,1,69,8409,2230,1872,121.9,32.3,27.1,1
2020-06,1,15,88,71,378,5.9,4.7,25.2,1
2020-07,1,8,28,40,264,3.5,5.0,33.0,1
2020-10,1,9,433,261,210,48.1,29.0,23.3,1
2020-12,1,4,14,9,140,3.5,2.2,35.0,1
2021-02,1,18,548,386,443,30.4,21.4,24.6,1
2021-03,1,3,16,12,64,5.3,4.0,21.3,1
2021-04,1,7,447,207,172,63.9,29.6,24.6,1
2021-05,1,3,6,5,78,2.0,1.7,26.0,1
2021-07,1,6,183,38,244,30.5,6.3,40.7,2
2021-09,1,8,193,167,191,24.1,20.9,23.9,1
2021-10,1,4,36,20,84,9.0,5.0,21.0,1
2021-12,1,1,111,323,23,111.0,323.0,23.0,1
2022-01,1,26,316,121,584,12.2,4.7,22.5,3
2022-02,1,2,12,3,60,6.0,1.5,30.0,2
2022-03,1,1,0,0,28,0.0,0.0,28.0,1
2022-06,1,14,567,416,372,40.5,29.7,26.6,2
2022-11,1,6,87,65,248,14.5,10.8,41.3,2
2022-12,1,1,30,46,29,30.0,46.0,29.0,1
2023-01,1,13,365,73,285,28.1,5.6,21.9,2
2023-02,1,2,10,2,44,5.0,1.0,22.0,1
2023-03,1,5,117,15,210,23.4,3.0,42.0,3
2023-04,1,1,1,1,91,1.0,1.0,91.0,1
2023-07,1,2,54,29,69,27.0,14.5,34.5,2
2023-08,1,7,68,38,199,9.7,5.4,28.4,2
2023-10,1,10,61,40,316,6.1,4.0,31.6,3
2023-11,1,6,45,72,188,7.5,12.0,31.3,2
2023-12,1,5,4776,4996,111,955.2,999.2,22.2,1
2024-01,1,9,377,96,260,41.9,10.7,28.9,3
2024-02,1,3,136,95,331,45.3,31.7,110.3,2
2024-03,1,11,33,18,451,3.0,1.6,41.0,3
2024-04,1,5,35,9,110,7.0,1.8,22.0,2
2024-05,1,3,10,4,55,3.3,1.3,18.3,2
2024-07,1,10,44,40,383,4.4,4.0,38.3,4
2024-10,1,4,38,44,168,9.5,11.0,42.0,2
2024-12,1,1,9,2,38,9.0,2.0,38.0,1
2025-01,1,2,242,420,171,121.0,210.0,85.5,2
2025-02,1,4,12,4,124,3.0,1.0,31.0,3
2025-03,1,4,24,16,182,6.0,4.0,45.5,3
2025-05,1,2,168,3072,323,84.0,1536.0,161.5,1
2025-06,1,39,1074,407,1407,27.5,10.4,36.1,4
2025-07,1,9,100,39,482,11.1,4.3,53.6,3
2025-08,1,4,17,6,253,4.2,1.5,63.2,3
2025-10,1,3,18,21,92,6.0,7.0,30.7,2
2025-12,1,7,148,68,323,21.1,9.7,46.1,2
2026-01,1,7,245,54,3277,35.0,7.7,468.1,3
2026-02,1,2,17,16,750,8.5,8.0,375.0,2
2026-03,1,1,13,13,59,13.0,13.0,59.0,1
2026-08,1,1,0,18,348,0.0,18.0,348.0,1
2026-09,1,2,17,18,466,8.5,9.0,233.0,2
