month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2020-08,1,41,12052,1485,1474,294.0,36.2,36.0,4
2020-09,1,92,75270,67216,3651,818.2,730.6,39.7,9
2020-10,1,13,1120,676,695,86.2,52.0,53.5,4
2020-11,1,1,10,10,9,10.0,10.0,9.0,1
2021-02,1,3,297,2,27,99.0,0.7,9.0,3
2021-03,1,4,305,16,36,76.2,4.0,9.0,3
2021-07,1,6,1276,6,54,212.7,1.0,9.0,2
2021-08,1,6,10,25,267,1.7,4.2,44.5,2
2021-12,1,1,1,1,9,1.0,1.0,9.0,1
2022-02,1,18,3539,3031,162,196.6,168.4,9.0,6
2022-03,1,5,1006,57,45,201.2,11.4,9.0,4
2022-04,1,3,569,361,27,189.7,120.3,9.0,3
2022-05,1,4,260,86,36,65.0,21.5,9.0,4
2022-06,1,11,422,64,169,38.4,5.8,15.4,6
2022-07,1,1,1,1,9,1.0,1.0,9.0,1
2022-08,1,2,14,0,18,7.0,0.0,9.0,2
2022-11,1,3,159,116,27,53.0,38.7,9.0,3
2022-12,1,2,17,1,18,8.5,0.5,9.0,2
2023-01,1,5,1322,6,45,264.4,1.2,9.0,4
2023-02,1,6,73,38,54,12.2,6.3,9.0,4
2023-03,1,8,206,561,72,25.8,70.1,9.0,4
2023-04,1,11,8436,2842,99,766.9,258.4,9.0,4
2023-05,1,7,223,10,63,31.9,1.4,9.0,5
2023-06,1,15,7356,3726,135,490.4,248.4,9.0,3
2023-07,1,53,14671,10924,477,276.8,206.1,9.0,27
2023-08,1,12,2653,420,108,221.1,35.0,9.0,5
2023-09,1,20,2342,1861,180,117.1,93.0,9.0,7
2023-10,1,35,5054,6027,315,144.4,172.2,9.0,15
2023-11,1,33,2116,273,438,64.1,8.3,13.3,20
2023-12,1,30,854,547,270,28.5,18.2,9.0,17
2024-01,1,42,2249,1621,378,53.5,38.6,9.0,24
2024-02,1,40,2613,573,360,65.3,14.3,9.0,22
2024-03,1,17,2017,900,153,118.6,52.9,9.0,12
2024-04,1,28,1055,329,252,37.7,11.8,9.0,15
2024-05,1,32,64957,64071,288,2029.9,2002.2,9.0,13
2024-06,1,41,5496,2417,369,134.0,59.0,9.0,23
2024-07,1,50,22923,13084,450,458.5,261.7,9.0,24
2024-08,1,32,1010,291,288,31.6,9.1,9.0,19
2024-09,1,34,4181,2369,306,123.0,69.7,9.0,22
2024-10,1,32,3672,4232,288,114.8,132.2,9.0,26
2024-11,1,34,2307,270,306,67.9,7.9,9.0,24
2024-12,1,26,410,127,582,15.8,4.9,22.4,16
2025-01,1,41,20161,12200,369,491.7,297.6,9.0,21
2025-02,1,33,4812,728,297,145.8,22.1,9.0,22
2025-03,1,37,16798,14442,333,454.0,390.3,9.0,24
2025-04,1,64,2214,1343,576,34.6,21.0,9.0,33
2025-05,1,28,486,174,252,17.4,6.2,9.0,18
2025-06,1,41,1301,198,369,31.7,4.8,9.0,22
2025-07,1,61,8493,13348,549,139.2,218.8,9.0,36
2025-08,1,29,506,202,261,17.4,7.0,9.0,22
2025-09,1,39,528,269,351,13.5,6.9,9.0,27
2025-10,1,37,1592,1111,333,43.0,30.0,9.0,25
2025-11,1,30,375,418,270,12.5,13.9,9.0,22
2025-12,1,35,2296,434,315,65.6,12.4,9.0,22
2026-01,1,46,16308,10581,414,354.5,230.0,9.0,23
2026-02,1,69,2396,236,1301,34.7,3.4,18.9,25
2026-03,1,229,4175,820,4876,18.2,3.6,21.3,47
2026-04,1,144,7680,7305,3689,53.3,50.7,25.6,34
2026-05,1,126,16496,13252,10848,130.9,105.2,86.1,36
2026-06,1,322,56292,45162,7745,174.8,140.3,24.1,46
2026-07,1,56,4071,762,993,72.7,13.6,17.7,27
2026-08,1,124,9111,6098,5284,73.5,49.2,42.6,29
2026-09,1,126,4631,504,3106,36.8,4.0,24.7,34
