month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2023-09,1,23,1604,286,518,69.7,12.4,22.5,2
2023-11,1,7,66,701,299,9.4,100.1,42.7,3
2024-01,1,72,6833,1518,2208,94.9,21.1,30.7,6
2024-02,1,17,394,255,609,23.2,15.0,35.8,5
2024-03,1,3,1947,110,113,649.0,36.7,37.7,2
2024-04,1,2,5,6,99,2.5,3.0,49.5,2
2024-05,1,5,203,59,216,40.6,11.8,43.2,2
2024-06,1,5,178,84,286,35.6,16.8,57.2,4
2024-07,1,13,187,36,1023,14.4,2.8,78.7,4
2024-08,1,5,49,40,510,9.8,8.0,102.0,4
2024-09,1,2,14,8,758,7.0,4.0,379.0,2
2024-11,1,2,150,78,281,75.0,39.0,140.5,1
2024-12,1,6,329,79,697,54.8,13.2,116.2,4
2025-01,1,8,2809,4011,1316,351.1,501.4,164.5,3
2025-02,1,7,190,48,934,27.1,6.9,133.4,6
2025-04,1,4,61,15,231,15.2,3.8,57.8,3
2025-05,1,4,65,2,202,16.2,0.5,50.5,2
2025-06,1,1,26,2,46,26.0,2.0,46.0,1
2025-07,1,1,144,0,38,144.0,0.0,38.0,1
2025-08,1,2,40,4,336,20.0,2.0,168.0,1
2025-09,1,9,1375,176,551,152.8,19.6,61.2,3
2025-10,1,7,3562,3468,1164,508.9,495.4,166.3,4
2025-11,1,3,125,3,178,41.7,1.0,59.3,2
2025-12,1,1,1,0,506,1.0,0.0,506.0,1
2026-01,1,4,148,3,346,37.0,0.8,86.5,2
2026-02,1,1,1,0,267,1.0,0.0,267.0,1
