month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2026-06,1,25,2008,933,903,80.3,37.3,36.1,3
2026-07,1,32,1235,237,1573,38.6,7.4,49.2,3
2026-08,1,24,1386,167,1291,57.8,7.0,53.8,3
2026-09,1,6,337,37,676,56.2,6.2,112.7,3
