month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2004-11,1,264,99550,20056,20550,377.1,76.0,77.8,11
2004-12,1,130,32042,31316,6298,246.5,240.9,48.4,6
2005-01,1,196,114310,34540,15341,583.2,176.2,78.3,9
2005-02,1,90,9508,1636,6184,105.6,18.2,68.7,5
2005-03,1,134,10384,3986,12010,77.5,29.7,89.6,4
2005-04,1,96,68928,13970,5644,718.0,145.5,58.8,5
2005-05,1,132,57648,39604,9724,436.7,300.0,73.7,4
2005-06,1,70,4906,2572,8132,70.1,36.7,116.2,3
2005-07,1,44,2334,1876,4726,53.0,42.6,107.4,2
2005-08,1,18,1780,674,1920,98.9,37.4,106.7,2
2005-09,1,26,4712,3298,2086,181.2,126.8,80.2,1
2005-10,1,22,942,866,2686,42.8,39.4,122.1,2
2005-11,1,20,3690,314,2970,184.5,15.7,148.5,2
2005-12,1,63,2972,7154,2252,47.2,113.6,35.7,5
2006-01,1,137,126590,5937,4785,924.0,43.3,34.9,7
2006-02,1,53,4891,4582,1793,92.3,86.5,33.8,5
2006-03,1,155,310674,345789,10297,2004.3,2230.9,66.4,5
2006-04,1,214,17617,153663,18882,82.3,718.1,88.2,7
2006-05,1,196,70148,11772,14133,357.9,60.1,72.1,7
2006-06,1,227,11181,30493,20516,49.3,134.3,90.4,6
2006-07,1,192,30487,13347,14648,158.8,69.5,76.3,9
2006-08,1,135,22164,4748,10820,164.2,35.2,80.1,7
2006-09,1,224,9107,38498,17392,40.7,171.9,77.6,9
2006-10,1,182,13352,26046,14788,73.4,143.1,81.3,8
2006-11,1,182,92282,98166,13840,507.0,539.4,76.0,6
2006-12,1,116,44138,6776,8904,380.5,58.4,76.8,6
2007-01,1,24,7302,671,1726,304.2,28.0,71.9,6
2007-02,1,14,575,467,1737,41.1,33.4,124.1,5
2007-03,1,57,3563,3574,6136,62.5,62.7,107.6,6
2007-04,1,48,3203,934,4553,66.7,19.5,94.9,5
2007-05,1,26,2462,558,7539,94.7,21.5,290.0,3
2007-06,1,41,6142,2595,5770,149.8,63.3,140.7,4
2007-07,1,120,62483,2112,12961,520.7,17.6,108.0,4
2007-08,1,110,8425,5486,11080,76.6,49.9,100.7,4
2007-09,1,97,17197,11709,8072,177.3,120.7,83.2,5
2007-10,1,91,12855,8117,9342,141.3,89.2,102.7,7
2007-11,1,75,13341,4569,7377,177.9,60.9,98.4,7
