month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2015-01,1,1,5016,0,14,5016.0,0.0,14.0,1
2015-02,1,24,7595,890,2293,316.5,37.1,95.5,5
2015-03,1,86,4582,1493,4091,53.3,17.4,47.6,13
2015-04,1,55,3668,597,2629,66.7,10.9,47.8,14
2015-05,1,26,807,260,1287,31.0,10.0,49.5,10
2015-06,1,31,8623,6003,1753,278.2,193.6,56.5,16
2015-07,1,11,263,56,598,23.9,5.1,54.4,12
2015-08,1,68,22553,20052,3227,331.7,294.9,47.5,19
2015-09,1,63,2556,1704,2805,40.6,27.0,44.5,21
2015-10,1,51,1406,2167,1986,27.6,42.5,38.9,18
2015-11,1,43,2949,1542,1626,68.6,35.9,37.8,14
2015-12,1,40,951,413,1508,23.8,10.3,37.7,21
2016-01,1,69,4151,2639,2644,60.2,38.2,38.3,21
2016-02,1,33,1316,10854,1272,39.9,328.9,38.5,13
2016-03,1,29,2314,2389,1286,79.8,82.4,44.3,10
2016-04,1,25,497,1068,1090,19.9,42.7,43.6,15
2016-05,1,18,488,343,901,27.1,19.1,50.1,10
2016-06,1,12,226,53,541,18.8,4.4,45.1,10
2016-07,1,14,12233,72,591,873.8,5.1,42.2,7
2016-08,1,17,725,355,637,42.6,20.9,37.5,9
2016-09,1,32,1508,411,1481,47.1,12.8,46.3,14
2016-10,1,32,2385,2284,1128,74.5,71.4,35.2,11
2016-11,1,88,6384,6265,3382,72.5,71.2,38.4,20
2016-12,1,34,1959,758,1425,57.6,22.3,41.9,13
2017-01,1,45,6335,1443,1824,140.8,32.1,40.5,9
2017-02,1,40,2831,2235,1362,70.8,55.9,34.0,8
2017-03,1,56,2647,2173,2732,47.3,38.8,48.8,14
2017-04,1,56,2245,1992,2429,40.1,35.6,43.4,11
2017-05,1,117,12720,6923,5018,108.7,59.2,42.9,14
2017-06,1,76,7120,4264,3320,93.7,56.1,43.7,14
2017-07,1,52,7049,8322,2376,135.6,160.0,45.7,8
2017-08,1,33,1196,836,1422,36.2,25.3,43.1,9
2017-09,1,99,7023,3430,4619,70.9,34.6,46.7,15
2017-10,1,41,3445,1786,2100,84.0,43.6,51.2,13
2017-11,1,90,6950,11182,4059,77.2,124.2,45.1,18
2017-12,1,80,5378,4148,3568,67.2,51.9,44.6,16
2018-01,1,91,4221,2528,3899,46.4,27.8,42.8,16
2018-02,1,103,7712,5010,4471,74.9,48.6,43.4,14
2018-03,1,102,9854,6548,4448,96.6,64.2,43.6,13
2018-04,1,101,9438,9241,4287,93.4,91.5,42.4,14
2018-05,1,61,3000,3433,2846,49.2,56.3,46.7,10
2018-06,1,53,2909,2143,1967,54.9,40.4,37.1,16
2018-07,1,72,11472,4044,3159,159.3,56.2,43.9,18
2018-08,1,76,10664,4168,3211,140.3,54.8,42.2,13
2018-09,1,98,5463,6097,4235,55.7,62.2,43.2,27
2018-10,1,73,8680,4676,3022,118.9,64.1,41.4,17
2018-11,1,45,5906,9726,1852,131.2,216.1,41.2,15
2018-12,1,30,2271,690,1227,75.7,23.0,40.9,13
2019-01,1,17,574,333,778,33.8,19.6,45.8,11
2019-02,1,41,4574,1839,1745,111.6,44.9,42.6,19
2019-03,1,34,5575,1436,1339,164.0,42.2,39.4,14
2019-04,1,17,980,615,750,57.6,36.2,44.1,12
2019-05,1,27,2415,796,1171,89.4,29.5,43.4,10
2019-06,1,36,2418,3151,1434,67.2,87.5,39.8,6
2019-07,1,44,5173,1774,1738,117.6,40.3,39.5,6
2019-08,1,29,2052,7989,1137,70.8,275.5,39.2,14
2019-09,1,35,1210,5204,1308,34.6,148.7,37.4,15
2019-10,1,25,730,237,1003,29.2,9.5,40.1,14
2019-11,1,18,984,364,722,54.7,20.2,40.1,13
2019-12,1,17,448,89,780,26.4,5.2,45.9,12
2020-01,1,18,1424,636,965,79.1,35.3,53.6,14
2020-02,1,30,3192,3971,1250,106.4,132.4,41.7,11
2020-03,1,27,11549,6896,1167,427.7,255.4,43.2,11
2020-04,1,36,4111,2083,1546,114.2,57.9,42.9,8
2020-05,1,33,2666,2091,1403,80.8,63.4,42.5,9
2020-06,1,33,2682,458,1444,81.3,13.9,43.8,9
2020-07,1,13,442,257,460,34.0,19.8,35.4,8
2020-08,1,16,3708,2093,578,231.8,130.8,36.1,8
2020-09,1,23,1187,688,970,51.6,29.9,42.2,5
2020-10,1,30,9619,2115,1279,320.6,70.5,42.6,8
2020-11,1,20,1429,1216,800,71.5,60.8,40.0,14
2020-12,1,13,417,307,528,32.1,23.6,40.6,5
2021-01,1,10,1777,106,366,177.7,10.6,36.6,7
2021-02,1,8,959,337,329,119.9,42.1,41.1,4
2021-03,1,16,210,144,618,13.1,9.0,38.6,11
2021-04,1,13,746,588,451,57.4,45.2,34.7,7
2021-05,1,26,1955,1129,1254,75.2,43.4,48.2,5
2021-06,1,22,914,789,1062,41.5,35.9,48.3,13
2021-07,1,12,187,186,373,15.6,15.5,31.1,8
2021-08,1,22,789,290,894,35.9,13.2,40.6,12
2021-09,1,29,1586,934,1354,54.7,32.2,46.7,8
2021-10,1,19,589,194,783,31.0,10.2,41.2,6
2021-11,1,24,1429,1050,1078,59.5,43.8,44.9,9
2021-12,1,6,376,365,186,62.7,60.8,31.0,5
2022-01,1,17,835,408,841,49.1,24.0,49.5,9
2022-02,1,20,820,341,893,41.0,17.1,44.6,12
2022-03,1,28,4425,6292,1249,158.0,224.7,44.6,9
2022-04,1,32,5097,2084,1399,159.3,65.1,43.7,14
2022-05,1,39,12226,2805,1986,313.5,71.9,50.9,12
2022-06,1,38,4074,1828,1677,107.2,48.1,44.1,14
2022-07,1,32,4607,4641,1322,144.0,145.0,41.3,16
2022-08,1,38,6806,1874,1689,179.1,49.3,44.4,12
2022-09,1,49,5465,3486,2169,111.5,71.1,44.3,19
2022-10,1,52,3565,2647,2235,68.6,50.9,43.0,18
2022-11,1,63,3173,2756,3279,50.4,43.7,52.0,13
2022-12,1,30,1303,3845,1463,43.4,128.2,48.8,12
2023-01,1,46,4511,2044,2307,98.1,44.4,50.2,13
2023-02,1,56,5581,2373,2983,99.7,42.4,53.3,15
2023-03,1,63,5218,4365,3117,82.8,69.3,49.5,14
2023-04,1,38,2760,967,1816,72.6,25.4,47.8,10
2023-05,1,17,1042,862,832,61.3,50.7,48.9,11
2023-06,1,48,1832,1321,2270,38.2,27.5,47.3,14
2023-07,1,37,2774,2746,1821,75.0,74.2,49.2,12
2023-08,1,38,4403,2593,1722,115.9,68.2,45.3,11
2023-09,1,14,256,1287,680,18.3,91.9,48.6,6
2023-10,1,26,2796,5265,1181,107.5,202.5,45.4,12
2023-11,1,20,593,564,943,29.6,28.2,47.1,11
2023-12,1,32,1498,774,1516,46.8,24.2,47.4,12
2024-01,1,17,1149,420,863,67.6,24.7,50.8,10
2024-02,1,22,990,486,1300,45.0,22.1,59.1,6
2024-03,1,15,485,324,693,32.3,21.6,46.2,9
2024-04,1,12,473,179,589,39.4,14.9,49.1,6
2024-05,1,17,711,374,925,41.8,22.0,54.4,9
2024-06,1,22,848,330,1167,38.5,15.0,53.0,12
2024-07,1,17,515,146,812,30.3,8.6,47.8,6
2024-08,1,29,1948,763,1539,67.2,26.3,53.1,8
2024-09,1,37,3660,3045,1751,98.9,82.3,47.3,8
2024-10,1,28,923,787,1482,33.0,28.1,52.9,10
2024-11,1,18,5366,5214,798,298.1,289.7,44.3,10
2024-12,1,35,3488,2603,1978,99.7,74.4,56.5,6
2025-01,1,22,1025,658,1017,46.6,29.9,46.2,7
2025-02,1,36,16126,1416,1826,447.9,39.3,50.7,8
2025-03,1,39,5242,3392,2052,134.4,87.0,52.6,11
2025-04,1,29,771,405,1468,26.6,14.0,50.6,15
2025-05,1,27,687,331,1494,25.4,12.3,55.3,9
2025-06,1,21,387,183,1180,18.4,8.7,56.2,10
2025-07,1,47,2188,1245,2294,46.6,26.5,48.8,5
2025-08,1,64,3765,4115,3644,58.8,64.3,56.9,10
2025-09,1,40,3314,1269,2322,82.8,31.7,58.0,8
2025-10,1,6,240,214,245,40.0,35.7,40.8,5
2025-11,1,12,356,265,615,29.7,22.1,51.2,8
2025-12,1,35,2853,1601,1891,81.5,45.7,54.0,12
2026-01,1,49,5780,3477,2301,118.0,71.0,47.0,13
2026-02,1,37,8917,2377,1846,241.0,64.2,49.9,8
2026-03,1,40,3652,1569,2426,91.3,39.2,60.6,13
2026-04,1,23,1150,569,1198,50.0,24.7,52.1,11
2026-05,1,20,859,1509,1024,43.0,75.5,51.2,11
2026-06,1,29,4280,2924,1820,147.6,100.8,62.8,6
2026-07,1,49,10088,17332,2877,205.9,353.7,58.7,6
2026-08,1,38,8574,4588,2234,225.6,120.7,58.8,7
2026-09,1,32,2119,2047,1754,66.2,64.0,54.8,15
