month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2016-07,1,3,1719,3,89,573.0,1.0,29.7,1
2016-08,1,67,6728,3279,1967,100.4,48.9,29.4,9
2016-09,1,51,4236,2813,1750,83.1,55.2,34.3,12
2016-10,1,24,1115,251,976,46.5,10.5,40.7,10
2016-11,1,51,2409,1528,1823,47.2,30.0,35.7,13
2016-12,1,33,1525,700,1216,46.2,21.2,36.8,8
2017-01,1,50,1032,1161,1677,20.6,23.2,33.5,11
2017-02,1,14,523,160,606,37.4,11.4,43.3,10
2017-03,1,17,248,105,552,14.6,6.2,32.5,5
2017-04,1,3,44,13,150,14.7,4.3,50.0,3
2017-05,1,12,835,121,333,69.6,10.1,27.8,6
2017-06,1,27,455,108,1333,16.9,4.0,49.4,9
2017-07,1,6,27,8,209,4.5,1.3,34.8,4
2017-08,1,2,14,11,54,7.0,5.5,27.0,2
2017-09,1,21,1465,235,725,69.8,11.2,34.5,7
2017-10,1,19,364,3160,563,19.2,166.3,29.6,4
2017-11,1,8,215,352,190,26.9,44.0,23.8,5
2017-12,1,24,1133,892,918,47.2,37.2,38.2,6
2018-01,1,30,5533,738,1014,184.4,24.6,33.8,7
2018-02,1,35,10885,2379,1270,311.0,68.0,36.3,7
2018-03,1,71,13739,6911,2884,193.5,97.3,40.6,20
2018-04,1,29,4673,1663,1309,161.1,57.3,45.1,13
2018-05,1,50,3291,656,2019,65.8,13.1,40.4,18
2018-06,1,34,3688,1045,1391,108.5,30.7,40.9,17
2018-07,1,34,1102,678,1557,32.4,19.9,45.8,15
2018-08,1,63,12257,3041,2846,194.6,48.3,45.2,25
2018-09,1,41,2820,1921,2036,68.8,46.9,49.7,19
2018-10,1,21,1659,381,1031,79.0,18.1,49.1,14
2018-11,1,34,2148,566,1577,63.2,16.6,46.4,21
2018-12,1,13,650,377,636,50.0,29.0,48.9,10
2019-01,1,33,7420,3955,1536,224.8,119.8,46.5,12
2019-02,1,41,12783,4676,1811,311.8,114.0,44.2,19
2019-03,1,44,5238,2617,2110,119.0,59.5,48.0,10
