month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2015-11,1,556,723090,13455,31067,1300.5,24.2,55.9,45
2015-12,1,847,267665,291189,46925,316.0,343.8,55.4,35
2016-01,1,998,51610,27362,47183,51.7,27.4,47.3,24
2016-02,1,891,80970,47234,41969,90.9,53.0,47.1,31
2016-03,1,881,130799,97217,43096,148.5,110.3,48.9,31
2016-04,1,888,188476,78277,43858,212.2,88.1,49.4,44
2016-05,1,1023,74027,48833,46652,72.4,47.7,45.6,23
2016-06,1,1231,101790,245435,57332,82.7,199.4,46.6,43
2016-07,1,766,32942,21810,42079,43.0,28.5,54.9,45
2016-08,1,1035,78742,56306,49474,76.1,54.4,47.8,45
2016-09,1,1132,105135,94365,53099,92.9,83.4,46.9,40
2016-10,1,1125,139532,207626,53328,124.0,184.6,47.4,46
2016-11,1,1145,142672,110757,62651,124.6,96.7,54.7,45
2016-12,1,888,37196,26694,48669,41.9,30.1,54.8,55
2017-01,1,1347,200862,196770,73078,149.1,146.1,54.3,51
2017-02,1,1073,56326,42714,57285,52.5,39.8,53.4,54
2017-03,1,1357,106167,62261,69139,78.2,45.9,50.9,59
2017-04,1,886,71848,85007,49137,81.1,95.9,55.5,59
2017-05,1,1421,98113,89964,76593,69.0,63.3,53.9,70
2017-06,1,1441,77985,85070,69918,54.1,59.0,48.5,65
2017-07,1,1144,43286,25198,58231,37.8,22.0,50.9,54
2017-08,1,993,54541,23106,50863,54.9,23.3,51.2,61
2017-09,1,1329,64938,47601,59863,48.9,35.8,45.0,58
2017-10,1,1257,58429,37901,65032,46.5,30.2,51.7,78
2017-11,1,1314,78999,38552,61764,60.1,29.3,47.0,74
2017-12,1,1003,81854,45053,46421,81.6,44.9,46.3,66
2018-01,1,1258,88189,70682,64454,70.1,56.2,51.2,70
2018-02,1,1252,67699,38307,63523,54.1,30.6,50.7,72
2018-03,1,1450,105983,72250,72633,73.1,49.8,50.1,77
2018-04,1,1479,99610,74374,72478,67.3,50.3,49.0,62
2018-05,1,1505,107285,90460,71495,71.3,60.1,47.5,73
2018-06,1,1471,104241,66754,84698,70.9,45.4,57.6,64
2018-07,1,1415,61360,48697,71168,43.4,34.4,50.3,57
2018-08,1,1259,37122,175215,64066,29.5,139.2,50.9,68
2018-09,1,1403,46936,30731,72523,33.5,21.9,51.7,69
2018-10,1,1524,55338,65104,82366,36.3,42.7,54.0,133
2018-11,1,1200,42894,37616,58161,35.7,31.3,48.5,68
2018-12,1,1068,39727,38327,60219,37.2,35.9,56.4,68
2019-01,1,1243,39166,30757,68766,31.5,24.7,55.3,85
2019-02,1,1127,38130,27843,54681,33.8,24.7,48.5,60
2019-03,1,1372,53544,36744,63378,39.0,26.8,46.2,58
2019-04,1,990,44852,32053,44964,45.3,32.4,45.4,66
2019-05,1,741,30262,16281,40712,40.8,22.0,54.9,54
2019-06,1,1274,68754,38620,69717,54.0,30.3,54.7,58
2019-07,1,1616,90224,51282,83915,55.8,31.7,51.9,74
2019-08,1,1301,53380,58701,63459,41.0,45.1,48.8,82
2019-09,1,1304,94205,57434,67900,72.2,44.0,52.1,58
2019-10,1,1471,60921,52353,87891,41.4,35.6,59.7,87
2019-11,1,1479,52133,34948,80819,35.2,23.6,54.6,79
2019-12,1,933,45688,35924,48325,49.0,38.5,51.8,67
2020-01,1,1378,57612,36348,75242,41.8,26.4,54.6,74
2020-02,1,1601,71736,56740,84259,44.8,35.4,52.6,74
2020-03,1,1488,97522,80684,78574,65.5,54.2,52.8,56
2020-04,1,1676,50626,33117,93804,30.2,19.8,56.0,83
2020-05,1,1296,55061,31655,73703,42.5,24.4,56.9,74
2020-06,1,1508,51746,38223,89697,34.3,25.3,59.5,72
2020-07,1,1091,41403,24944,62732,37.9,22.9,57.5,79
2020-08,1,1046,35060,28507,61258,33.5,27.3,58.6,82
2020-09,1,1175,30697,28936,67052,26.1,24.6,57.1,71
2020-10,1,993,26529,14266,55046,26.7,14.4,55.4,80
2020-11,1,1376,66601,51100,76201,48.4,37.1,55.4,75
2020-12,1,1110,49367,51600,55988,44.5,46.5,50.4,61
2021-01,1,1303,358088,336861,84622,274.8,258.5,64.9,79
2021-02,1,1632,65376,65815,103519,40.1,40.3,63.4,70
2021-03,1,1654,96402,50992,102441,58.3,30.8,61.9,88
2021-04,1,1865,59184,44920,99783,31.7,24.1,53.5,70
2021-05,1,1683,65677,42262,103355,39.0,25.1,61.4,69
2021-06,1,1700,52993,31004,109156,31.2,18.2,64.2,85
2021-07,1,1167,45599,32563,68351,39.1,27.9,58.6,83
2021-08,1,1114,38828,27705,66627,34.9,24.9,59.8,80
2021-09,1,1153,38248,21370,65044,33.2,18.5,56.4,71
2021-10,1,928,41096,23413,56111,44.3,25.2,60.5,77
2021-11,1,1266,48925,31527,77334,38.6,24.9,61.1,70
2021-12,1,792,63159,26489,48127,79.7,33.4,60.8,55
2022-01,1,1430,52113,32375,88340,36.4,22.6,61.8,70
2022-02,1,1308,79085,49588,81611,60.5,37.9,62.4,83
2022-03,1,1504,47626,28949,88493,31.7,19.2,58.8,86
2022-04,1,820,34498,24303,54308,42.1,29.6,66.2,68
