month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2022-08,1,76,3684,1401,5584,48.5,18.4,73.5,7
2022-09,1,839,22316,10477,51991,26.6,12.5,62.0,95
2022-10,1,1328,34332,17231,79390,25.9,13.0,59.8,161
2022-11,1,470,22552,27108,35381,48.0,57.7,75.3,90
2022-12,1,225,19065,16447,20322,84.7,73.1,90.3,50
2023-01,1,679,12717,12147,48508,18.7,17.9,71.4,69
2023-02,1,170,2584,1126,16310,15.2,6.6,95.9,39
2023-03,1,344,4925,4241,27155,14.3,12.3,78.9,60
2023-04,1,209,1396,850,13929,6.7,4.1,66.6,45
2023-05,1,541,9825,6729,37777,18.2,12.4,69.8,49
2023-06,1,199,2344,1159,14096,11.8,5.8,70.8,35
2023-07,1,358,4652,2907,24409,13.0,8.1,68.2,38
2023-08,1,634,7959,8688,43712,12.6,13.7,68.9,40
2023-09,1,119,722,305,8100,6.1,2.6,68.1,23
2023-10,1,101,1703,1269,5404,16.9,12.6,53.5,19
2023-11,1,168,3813,2181,13015,22.7,13.0,77.5,31
2023-12,1,237,4781,6521,18427,20.2,27.5,77.8,22
2024-01,1,215,4093,2543,14084,19.0,11.8,65.5,21
2024-02,1,137,1285,559,10701,9.4,4.1,78.1,18
2024-03,1,244,2196,1305,15621,9.0,5.3,64.0,26
2024-04,1,116,763,253,8470,6.6,2.2,73.0,17
2024-05,1,55,466,252,3449,8.5,4.6,62.7,13
2024-06,1,130,2660,454,9325,20.5,3.5,71.7,16
2024-07,1,95,681,193,6194,7.2,2.0,65.2,10
