org,repo,github_url,ai_adoption_date,repo_type
kubernetes,cli-runtime,https://github.com/kubernetes/cli-runtime,,side
kubernetes,client-go,https://github.com/kubernetes/client-go,,side
kubernetes,cloud-provider-alibaba-cloud,https://github.com/kubernetes/cloud-provider-alibaba-cloud,,side
kubernetes,cloud-provider-aws,https://github.com/kubernetes/cloud-provider-aws,,side
kubernetes,cloud-provider-gcp,https://github.com/kubernetes/cloud-provider-gcp,,side
kubernetes,cloud-provider-openstack,https://github.com/kubernetes/cloud-provider-openstack,,side
kubernetes,cloud-provider-vsphere,https://github.com/kubernetes/cloud-provider-vsphere,,side
kubernetes,cloud-provider,https://github.com/kubernetes/cloud-provider,,side
kubernetes,cluster-bootstrap,https://github.com/kubernetes/cluster-bootstrap,,side
kubernetes,code-generator,https://github.com/kubernetes/code-generator,,side
kubernetes,committee-security-response,https://github.com/kubernetes/committee-security-response,,side
kubernetes,community,https://github.com/kubernetes/community,,side
kubernetes,component-base,https://github.com/kubernetes/component-base,,side
kubernetes,component-helpers,https://github.com/kubernetes/component-helpers,,side
kubernetes,contributor-site,https://github.com/kubernetes/contributor-site,,side
kubernetes,controller-manager,https://github.com/kubernetes/controller-manager,,side
kubernetes,cri-api,https://github.com/kubernetes/cri-api,,side
kubernetes,cri-client,https://github.com/kubernetes/cri-client,,side
kubernetes,cri-streaming,https://github.com/kubernetes/cri-streaming,,side
kubernetes,csi-translation-lib,https://github.com/kubernetes/csi-translation-lib,,side
kubernetes,design-proposals-archive,https://github.com/kubernetes/design-proposals-archive,,side
kubernetes,dns,https://github.com/kubernetes/dns,,side
kubernetes,dynamic-resource-allocation,https://github.com/kubernetes/dynamic-resource-allocation,,side
kubernetes,endpointslice,https://github.com/kubernetes/endpointslice,,side
kubernetes,enhancements,https://github.com/kubernetes/enhancements,,side
kubernetes,examples,https://github.com/kubernetes/examples,,side
kubernetes,externaljwt,https://github.com/kubernetes/externaljwt,,side
kubernetes,gengo,https://github.com/kubernetes/gengo,,side
kubernetes,git-sync,https://github.com/kubernetes/git-sync,,side
kubernetes,ingress-gce,https://github.com/kubernetes/ingress-gce,,side
kubernetes,ingress-nginx,https://github.com/kubernetes/ingress-nginx,,side
kubernetes,k8s.io,https://github.com/kubernetes/k8s.io,,side
kubernetes,klog,https://github.com/kubernetes/klog,,side
kubernetes,kms,https://github.com/kubernetes/kms,,side
kubernetes,kompose,https://github.com/kubernetes/kompose,,side
kubernetes,kops,https://github.com/kubernetes/kops,2025-08-14,side
kubernetes,kube-aggregator,https://github.com/kubernetes/kube-aggregator,,side
kubernetes,kube-controller-manager,https://github.com/kubernetes/kube-controller-manager,,side
kubernetes,kube-openapi,https://github.com/kubernetes/kube-openapi,,side
kubernetes,kube-proxy,https://github.com/kubernetes/kube-proxy,,side
kubernetes,kube-scheduler,https://github.com/kubernetes/kube-scheduler,,side
kubernetes,kube-state-metrics,https://github.com/kubernetes/kube-state-metrics,,side
kubernetes,kubeadm,https://github.com/kubernetes/kubeadm,,side
kubernetes,kubectl,https://github.com/kubernetes/kubectl,,side
kubernetes,kubelet,https://github.com/kubernetes/kubelet,,side
kubernetes,kubernetes-template-project,https://github.com/kubernetes/kubernetes-template-project,,side
kubernetes,kubernetes,https://github.com/kubernetes/kubernetes,2026-05-09,main
kubernetes,legacy-cloud-providers,https://github.com/kubernetes/legacy-cloud-providers,,side
kubernetes,metrics,https://github.com/kubernetes/metrics,,side
kubernetes,minikube,https://github.com/kubernetes/minikube,,side
kubernetes,mount-utils,https://github.com/kubernetes/mount-utils,,side
kubernetes,node-api,https://github.com/kubernetes/node-api,,side
kubernetes,node-problem-detector,https://github.com/kubernetes/node-problem-detector,,side
kubernetes,org,https://github.com/kubernetes/org,2025-10-10,side
kubernetes,perf-tests,https://github.com/kubernetes/perf-tests,,side
kubernetes,pod-security-admission,https://github.com/kubernetes/pod-security-admission,,side
kubernetes,publishing-bot,https://github.com/kubernetes/publishing-bot,,side
kubernetes,registry.k8s.io,https://github.com/kubernetes/registry.k8s.io,,side
kubernetes,release,https://github.com/kubernetes/release,,side
kubernetes,repo-infra,https://github.com/kubernetes/repo-infra,,side
kubernetes,sample-apiserver,https://github.com/kubernetes/sample-apiserver,,side
kubernetes,sample-cli-plugin,https://github.com/kubernetes/sample-cli-plugin,,side
kubernetes,sample-controller,https://github.com/kubernetes/sample-controller,,side
kubernetes,sig-release,https://github.com/kubernetes/sig-release,,side
kubernetes,sig-security,https://github.com/kubernetes/sig-security,,side
kubernetes,sig-testing,https://github.com/kubernetes/sig-testing,,side
kubernetes,steering,https://github.com/kubernetes/steering,,side
kubernetes,streaming,https://github.com/kubernetes/streaming,,side
kubernetes,system-validators,https://github.com/kubernetes/system-validators,,side
kubernetes,test-infra,https://github.com/kubernetes/test-infra,,side
kubernetes,utils,https://github.com/kubernetes/utils,,side
kubernetes,website,https://github.com/kubernetes/website,,side
langchain-ai,deepagents,https://github.com/langchain-ai/deepagents,2026-01-31,side
langchain-ai,docs,https://github.com/langchain-ai/docs,2025-09-01,side
langchain-ai,langchain-api-docs-html,https://github.com/langchain-ai/langchain-api-docs-html,,side
langchain-ai,langchain,https://github.com/langchain-ai/langchain,2025-07-21,main
langchain-ai,langchainjs,https://github.com/langchain-ai/langchainjs,2026-01-06,side
langchain-ai,langgraph,https://github.com/langchain-ai/langgraph,2025-06-10,side
langchain-ai,langsmith-docs,https://github.com/langchain-ai/langsmith-docs,,side
nodejs,.github,https://github.com/nodejs/.github,,side
nodejs,abi-stable-node,https://github.com/nodejs/abi-stable-node,,side
nodejs,admin,https://github.com/nodejs/admin,,side
nodejs,amaro,https://github.com/nodejs/amaro,,side
nodejs,bluesky,https://github.com/nodejs/bluesky,,side
nodejs,branch-diff,https://github.com/nodejs/branch-diff,,side
nodejs,build-toolchain-next,https://github.com/nodejs/build-toolchain-next,,side
nodejs,build,https://github.com/nodejs/build,,side
nodejs,caritat,https://github.com/nodejs/caritat,,side
nodejs,changelog-maker,https://github.com/nodejs/changelog-maker,,side
nodejs,citgm,https://github.com/nodejs/citgm,,side
nodejs,cjs-module-lexer,https://github.com/nodejs/cjs-module-lexer,,side
nodejs,collaborators-public-votes,https://github.com/nodejs/collaborators-public-votes,,side
nodejs,commit-stream,https://github.com/nodejs/commit-stream,,side
nodejs,core-validate-commit,https://github.com/nodejs/core-validate-commit,,side
nodejs,corepack,https://github.com/nodejs/corepack,,side
nodejs,create-node-meeting-artifacts,https://github.com/nodejs/create-node-meeting-artifacts,,side
nodejs,devcontainer,https://github.com/nodejs/devcontainer,,side
nodejs,diagnostics,https://github.com/nodejs/diagnostics,,side
nodejs,discord-status-worker,https://github.com/nodejs/discord-status-worker,,side
nodejs,doc-kit,https://github.com/nodejs/doc-kit,,side
nodejs,docker-node,https://github.com/nodejs/docker-node,,side
nodejs,email,https://github.com/nodejs/email,,side
nodejs,eslint-plugin-nodejs-internal,https://github.com/nodejs/eslint-plugin-nodejs-internal,,side
nodejs,full-icu-npm,https://github.com/nodejs/full-icu-npm,,side
nodejs,full-icu-test,https://github.com/nodejs/full-icu-test,,side
nodejs,github-bot,https://github.com/nodejs/github-bot,,side
nodejs,gyp-next,https://github.com/nodejs/gyp-next,,side
nodejs,Gzemnid,https://github.com/nodejs/Gzemnid,,side
nodejs,help,https://github.com/nodejs/help,,side
nodejs,http-next,https://github.com/nodejs/http-next,,side
nodejs,icu4c-data-npm,https://github.com/nodejs/icu4c-data-npm,,side
nodejs,import-in-the-middle,https://github.com/nodejs/import-in-the-middle,,side
nodejs,is-my-node-vulnerable,https://github.com/nodejs/is-my-node-vulnerable,,side
nodejs,jenkins-alerts,https://github.com/nodejs/jenkins-alerts,,side
nodejs,learn,https://github.com/nodejs/learn,,side
nodejs,llhttp,https://github.com/nodejs/llhttp,,side
nodejs,llnode,https://github.com/nodejs/llnode,,side
nodejs,llparse-builder,https://github.com/nodejs/llparse-builder,,side
nodejs,llparse-frontend,https://github.com/nodejs/llparse-frontend,,side
nodejs,llparse-test-fixture,https://github.com/nodejs/llparse-test-fixture,,side
nodejs,llparse,https://github.com/nodejs/llparse,,side
nodejs,loaders-test,https://github.com/nodejs/loaders-test,,side
nodejs,loaders,https://github.com/nodejs/loaders,,side
nodejs,lts-schedule,https://github.com/nodejs/lts-schedule,,side
nodejs,make-node-meeting,https://github.com/nodejs/make-node-meeting,,side
nodejs,merve,https://github.com/nodejs/merve,,side
nodejs,mikeal,https://github.com/nodejs/mikeal,,side
nodejs,nan,https://github.com/nodejs/nan,,side
nodejs,nbytes,https://github.com/nodejs/nbytes,,side
nodejs,ncrypto,https://github.com/nodejs/ncrypto,,side
nodejs,next-10,https://github.com/nodejs/next-10,,side
nodejs,node-addon-api,https://github.com/nodejs/node-addon-api,,side
nodejs,node-addon-examples,https://github.com/nodejs/node-addon-examples,,side
nodejs,node-api-cts,https://github.com/nodejs/node-api-cts,2025-12-07,side
nodejs,node-api-headers,https://github.com/nodejs/node-api-headers,,side
nodejs,node-auto-test,https://github.com/nodejs/node-auto-test,2026-08-25,side
nodejs,node-code-ide-configs,https://github.com/nodejs/node-code-ide-configs,,side
nodejs,node-core-test,https://github.com/nodejs/node-core-test,,side
nodejs,node-core-utils,https://github.com/nodejs/node-core-utils,,side
nodejs,node-gyp,https://github.com/nodejs/node-gyp,,side
nodejs,node-meeting-agenda,https://github.com/nodejs/node-meeting-agenda,,side
nodejs,node-pr-labeler,https://github.com/nodejs/node-pr-labeler,,side
nodejs,node-v8,https://github.com/nodejs/node-v8,,side
nodejs,node-version-jenkins-plugin,https://github.com/nodejs/node-version-jenkins-plugin,,side
nodejs,node,https://github.com/nodejs/node,2026-08-25,main
nodejs,nodejs-cve-checker,https://github.com/nodejs/nodejs-cve-checker,,side
nodejs,nodejs-dependency-vuln-assessments,https://github.com/nodejs/nodejs-dependency-vuln-assessments,,side
nodejs,nodejs-dist-indexer,https://github.com/nodejs/nodejs-dist-indexer,,side
nodejs,nodejs-latest-linker,https://github.com/nodejs/nodejs-latest-linker,,side
nodejs,nodejs-news-feeder,https://github.com/nodejs/nodejs-news-feeder,,side
nodejs,nodejs-nightly-builder,https://github.com/nodejs/nodejs-nightly-builder,,side
nodejs,nodejs.org,https://github.com/nodejs/nodejs.org,,side
nodejs,official-images,https://github.com/nodejs/official-images,,side
nodejs,orchestrion-js,https://github.com/nodejs/orchestrion-js,,side
nodejs,package-examples,https://github.com/nodejs/package-examples,,side
nodejs,package-maintenance,https://github.com/nodejs/package-maintenance,,side
nodejs,performance,https://github.com/nodejs/performance,,side
nodejs,postject,https://github.com/nodejs/postject,,side
nodejs,readable-stream,https://github.com/nodejs/readable-stream,,side
nodejs,release-cloudflare-worker,https://github.com/nodejs/release-cloudflare-worker,,side
nodejs,release-keys,https://github.com/nodejs/release-keys,,side
nodejs,Release,https://github.com/nodejs/Release,,side
nodejs,reliability,https://github.com/nodejs/reliability,,side
nodejs,remark-preset-lint-node,https://github.com/nodejs/remark-preset-lint-node,,side
nodejs,repl,https://github.com/nodejs/repl,,side
nodejs,require-in-the-middle,https://github.com/nodejs/require-in-the-middle,,side
nodejs,security-wg,https://github.com/nodejs/security-wg,,side
nodejs,single-executable,https://github.com/nodejs/single-executable,,side
nodejs,snap,https://github.com/nodejs/snap,,side
nodejs,sqlite-extension-sample,https://github.com/nodejs/sqlite-extension-sample,,side
nodejs,string_decoder,https://github.com/nodejs/string_decoder,,side
nodejs,tap2junit,https://github.com/nodejs/tap2junit,,side
nodejs,test-runner,https://github.com/nodejs/test-runner,,side
nodejs,TSC,https://github.com/nodejs/TSC,,side
nodejs,typescript,https://github.com/nodejs/typescript,,side
nodejs,undici-website,https://github.com/nodejs/undici-website,,side
nodejs,undici,https://github.com/nodejs/undici,,side
nodejs,unofficial-builds,https://github.com/nodejs/unofficial-builds,,side
nodejs,userland-migrations,https://github.com/nodejs/userland-migrations,,side
nodejs,uvwasi,https://github.com/nodejs/uvwasi,,side
nodejs,version-management,https://github.com/nodejs/version-management,,side
nodejs,wasm-builder,https://github.com/nodejs/wasm-builder,,side
nodejs,web-team,https://github.com/nodejs/web-team,,side
react,create-react-app,https://github.com/react/create-react-app,,side
react,jsx,https://github.com/react/jsx,,side
react,metro,https://github.com/react/metro,2026-06-22,side
react,react-native-cdp-status,https://github.com/react/react-native-cdp-status,,side
react,react-native-devtools-frontend,https://github.com/react/react-native-devtools-frontend,2025-10-30,side
react,react-native-website,https://github.com/react/react-native-website,,side
react,react-native,https://github.com/react/react-native,2026-08-10,side
react,react-strict-dom,https://github.com/react/react-strict-dom,,side
react,react,https://github.com/react/react,2026-01-24,main
react,yoga,https://github.com/react/yoga,,side
rust-lang,.github,https://github.com/rust-lang/.github,,side
rust-lang,a-mir-formality,https://github.com/rust-lang/a-mir-formality,,side
rust-lang,all-hands-2026,https://github.com/rust-lang/all-hands-2026,,side
rust-lang,annotate-snippets-rs,https://github.com/rust-lang/annotate-snippets-rs,,side
rust-lang,api-guidelines,https://github.com/rust-lang/api-guidelines,,side
rust-lang,ar_archive_writer,https://github.com/rust-lang/ar_archive_writer,,side
rust-lang,areweasyncyet.rs,https://github.com/rust-lang/areweasyncyet.rs,,side
rust-lang,arewewebyet,https://github.com/rust-lang/arewewebyet,,side
rust-lang,async-book,https://github.com/rust-lang/async-book,,side
rust-lang,async-crashdump-debugging-initiative,https://github.com/rust-lang/async-crashdump-debugging-initiative,,side
rust-lang,async-fundamentals-initiative,https://github.com/rust-lang/async-fundamentals-initiative,,side
rust-lang,aws-runners-test,https://github.com/rust-lang/aws-runners-test,,side
rust-lang,backtrace-rs,https://github.com/rust-lang/backtrace-rs,,side
rust-lang,beyond-refs,https://github.com/rust-lang/beyond-refs,,side
rust-lang,blog.rust-lang.org,https://github.com/rust-lang/blog.rust-lang.org,,side
rust-lang,book,https://github.com/rust-lang/book,,side
rust-lang,bors-kindergarten,https://github.com/rust-lang/bors-kindergarten,,side
rust-lang,bors,https://github.com/rust-lang/bors,,side
rust-lang,calendar-generation,https://github.com/rust-lang/calendar-generation,,side
rust-lang,calendar,https://github.com/rust-lang/calendar,,side
rust-lang,cargo-bisect-rustc,https://github.com/rust-lang/cargo-bisect-rustc,,side
rust-lang,cargo-team,https://github.com/rust-lang/cargo-team,,side
rust-lang,cargo,https://github.com/rust-lang/cargo,,side
rust-lang,cc-rs,https://github.com/rust-lang/cc-rs,,side
rust-lang,chalk,https://github.com/rust-lang/chalk,,side
rust-lang,ci-feedback,https://github.com/rust-lang/ci-feedback,,side
rust-lang,ci-mirrors,https://github.com/rust-lang/ci-mirrors,,side
rust-lang,cmake-rs,https://github.com/rust-lang/cmake-rs,,side
rust-lang,compiler-builtins,https://github.com/rust-lang/compiler-builtins,,side
rust-lang,compiler-team-prioritization,https://github.com/rust-lang/compiler-team-prioritization,,side
rust-lang,compiler-team,https://github.com/rust-lang/compiler-team,,side
rust-lang,const-eval,https://github.com/rust-lang/const-eval,,side
rust-lang,content-team,https://github.com/rust-lang/content-team,,side
rust-lang,crabwatch,https://github.com/rust-lang/crabwatch,,side
rust-lang,crater,https://github.com/rust-lang/crater,,side
rust-lang,crates-build-env,https://github.com/rust-lang/crates-build-env,,side
rust-lang,crates-io-auth-action,https://github.com/rust-lang/crates-io-auth-action,,side
rust-lang,crates-io-heroku-metrics,https://github.com/rust-lang/crates-io-heroku-metrics,,side
rust-lang,crates.io-index-archive,https://github.com/rust-lang/crates.io-index-archive,,side
rust-lang,crates.io-index,https://github.com/rust-lang/crates.io-index,,side
rust-lang,crates.io,https://github.com/rust-lang/crates.io,2025-10-16,side
rust-lang,crates_io_og_image,https://github.com/rust-lang/crates_io_og_image,,side
rust-lang,datafrog,https://github.com/rust-lang/datafrog,,side
rust-lang,docker-rust,https://github.com/rust-lang/docker-rust,,side
rust-lang,docs.rs,https://github.com/rust-lang/docs.rs,,side
rust-lang,edition-guide,https://github.com/rust-lang/edition-guide,,side
rust-lang,edition-team,https://github.com/rust-lang/edition-team,,side
rust-lang,effects-initiative,https://github.com/rust-lang/effects-initiative,,side
rust-lang,ena,https://github.com/rust-lang/ena,,side
rust-lang,enzyme,https://github.com/rust-lang/enzyme,2025-12-07,side
rust-lang,ferris-says,https://github.com/rust-lang/ferris-says,,side
rust-lang,flate2-rs,https://github.com/rust-lang/flate2-rs,2026-09-06,side
rust-lang,fls-team,https://github.com/rust-lang/fls-team,,side
rust-lang,fls,https://github.com/rust-lang/fls,,side
rust-lang,funding,https://github.com/rust-lang/funding,,side
rust-lang,futures-rs,https://github.com/rust-lang/futures-rs,,side
rust-lang,gcc,https://github.com/rust-lang/gcc,,side
rust-lang,gccjit.rs,https://github.com/rust-lang/gccjit.rs,,side
rust-lang,getopts,https://github.com/rust-lang/getopts,,side
rust-lang,gha-self-hosted,https://github.com/rust-lang/gha-self-hosted,,side
rust-lang,git2-rs,https://github.com/rust-lang/git2-rs,,side
rust-lang,gll,https://github.com/rust-lang/gll,,side
rust-lang,glob,https://github.com/rust-lang/glob,,side
rust-lang,goals,https://github.com/rust-lang/goals,2026-02-10,side
rust-lang,google-summer-of-code,https://github.com/rust-lang/google-summer-of-code,,side
rust-lang,hashbrown,https://github.com/rust-lang/hashbrown,,side
rust-lang,impl-trait-initiative,https://github.com/rust-lang/impl-trait-initiative,,side
rust-lang,impl-trait-utils,https://github.com/rust-lang/impl-trait-utils,,side
rust-lang,infra-smoke-tests,https://github.com/rust-lang/infra-smoke-tests,,side
rust-lang,infra-team,https://github.com/rust-lang/infra-team,,side
rust-lang,initiative-template,https://github.com/rust-lang/initiative-template,,side
rust-lang,jobserver-rs,https://github.com/rust-lang/jobserver-rs,,side
rust-lang,josh-sync,https://github.com/rust-lang/josh-sync,,side
rust-lang,lang-team,https://github.com/rust-lang/lang-team,,side
rust-lang,leadership-council,https://github.com/rust-lang/leadership-council,,side
rust-lang,libc,https://github.com/rust-lang/libc,,side
rust-lang,library-trait-evolution-initiative,https://github.com/rust-lang/library-trait-evolution-initiative,,side
rust-lang,libs-team,https://github.com/rust-lang/libs-team,,side
rust-lang,libz-sys,https://github.com/rust-lang/libz-sys,,side
rust-lang,literal-escaper,https://github.com/rust-lang/literal-escaper,,side
rust-lang,llvm-project,https://github.com/rust-lang/llvm-project,,side
rust-lang,log,https://github.com/rust-lang/log,,side
rust-lang,mdBook,https://github.com/rust-lang/mdBook,,side
rust-lang,measureme,https://github.com/rust-lang/measureme,,side
rust-lang,miri-test-libstd,https://github.com/rust-lang/miri-test-libstd,,side
rust-lang,miri,https://github.com/rust-lang/miri,,side
rust-lang,moderation-team,https://github.com/rust-lang/moderation-team,,side
rust-lang,monitorbot,https://github.com/rust-lang/monitorbot,,side
rust-lang,negative-impls-initiative,https://github.com/rust-lang/negative-impls-initiative,,side
rust-lang,nomicon,https://github.com/rust-lang/nomicon,,side
rust-lang,odht,https://github.com/rust-lang/odht,,side
rust-lang,opsem-team,https://github.com/rust-lang/opsem-team,,side
rust-lang,perspectives-on-llms,https://github.com/rust-lang/perspectives-on-llms,,side
rust-lang,pin-utils,https://github.com/rust-lang/pin-utils,,side
rust-lang,pkg-config-rs,https://github.com/rust-lang/pkg-config-rs,,side
rust-lang,polonius,https://github.com/rust-lang/polonius,,side
rust-lang,pontoon,https://github.com/rust-lang/pontoon,,side
rust-lang,portable-simd,https://github.com/rust-lang/portable-simd,,side
rust-lang,program-team,https://github.com/rust-lang/program-team,,side
rust-lang,project-assumptions-on-binders,https://github.com/rust-lang/project-assumptions-on-binders,,side
rust-lang,project-const-generics,https://github.com/rust-lang/project-const-generics,,side
rust-lang,project-const-traits,https://github.com/rust-lang/project-const-traits,,side
rust-lang,project-deref-patterns,https://github.com/rust-lang/project-deref-patterns,,side
rust-lang,project-dictionary-passing,https://github.com/rust-lang/project-dictionary-passing,,side
rust-lang,project-exploit-mitigations,https://github.com/rust-lang/project-exploit-mitigations,,side
rust-lang,project-goal-reference-expansion,https://github.com/rust-lang/project-goal-reference-expansion,,side
rust-lang,project-group-template,https://github.com/rust-lang/project-group-template,,side
rust-lang,project-inline-asm,https://github.com/rust-lang/project-inline-asm,,side
rust-lang,project-portable-simd,https://github.com/rust-lang/project-portable-simd,,side
rust-lang,project-safe-transmute,https://github.com/rust-lang/project-safe-transmute,,side
rust-lang,promote-release,https://github.com/rust-lang/promote-release,,side
rust-lang,reference,https://github.com/rust-lang/reference,,side
rust-lang,regex,https://github.com/rust-lang/regex,,side
rust-lang,release-team,https://github.com/rust-lang/release-team,,side
rust-lang,relnotes,https://github.com/rust-lang/relnotes,,side
rust-lang,renovate,https://github.com/rust-lang/renovate,,side
rust-lang,rfcbot-rs,https://github.com/rust-lang/rfcbot-rs,,side
rust-lang,rfcs,https://github.com/rust-lang/rfcs,,side
rust-lang,rust-analyzer,https://github.com/rust-lang/rust-analyzer,2026-03-03,side
rust-lang,rust-artwork,https://github.com/rust-lang/rust-artwork,,side
rust-lang,rust-bindgen,https://github.com/rust-lang/rust-bindgen,,side
rust-lang,rust-by-example,https://github.com/rust-lang/rust-by-example,,side
rust-lang,rust-clippy,https://github.com/rust-lang/rust-clippy,,side
rust-lang,rust-dbg-ext,https://github.com/rust-lang/rust-dbg-ext,,side
rust-lang,rust-enhanced,https://github.com/rust-lang/rust-enhanced,,side
rust-lang,rust-forge,https://github.com/rust-lang/rust-forge,,side
rust-lang,rust-lang.github.io,https://github.com/rust-lang/rust-lang.github.io,,side
rust-lang,rust-log-analyzer,https://github.com/rust-lang/rust-log-analyzer,,side
rust-lang,rust-mode,https://github.com/rust-lang/rust-mode,,side
rust-lang,rust-playground,https://github.com/rust-lang/rust-playground,,side
rust-lang,rust-repos,https://github.com/rust-lang/rust-repos,,side
rust-lang,rust,https://github.com/rust-lang/rust,2026-08-12,main
rust-lang,rust.vim,https://github.com/rust-lang/rust.vim,,side
rust-lang,rustc-demangle,https://github.com/rust-lang/rustc-demangle,,side
rust-lang,rustc-dev-guide,https://github.com/rust-lang/rustc-dev-guide,,side
rust-lang,rustc-hash,https://github.com/rust-lang/rustc-hash,,side
rust-lang,rustc-perf,https://github.com/rust-lang/rustc-perf,,side
rust-lang,rustc-pr-tracking,https://github.com/rust-lang/rustc-pr-tracking,,side
rust-lang,rustc-reading-club,https://github.com/rust-lang/rustc-reading-club,,side
rust-lang,rustc-stable-hash,https://github.com/rust-lang/rustc-stable-hash,,side
rust-lang,rustc_apfloat,https://github.com/rust-lang/rustc_apfloat,,side
rust-lang,rustc_codegen_c,https://github.com/rust-lang/rustc_codegen_c,,side
rust-lang,rustc_codegen_cranelift,https://github.com/rust-lang/rustc_codegen_cranelift,,side
rust-lang,rustc_codegen_gcc,https://github.com/rust-lang/rustc_codegen_gcc,,side
rust-lang,rustc_public,https://github.com/rust-lang/rustc_public,,side
rust-lang,rustdoc-types,https://github.com/rust-lang/rustdoc-types,,side
rust-lang,rustfmt,https://github.com/rust-lang/rustfmt,,side
rust-lang,rustlings,https://github.com/rust-lang/rustlings,,side
rust-lang,rustup-components-history,https://github.com/rust-lang/rustup-components-history,,side
rust-lang,rustup,https://github.com/rust-lang/rustup,,side
rust-lang,rustwide,https://github.com/rust-lang/rustwide,,side
rust-lang,simpleinfra,https://github.com/rust-lang/simpleinfra,,side
rust-lang,socket2,https://github.com/rust-lang/socket2,,side
rust-lang,spec,https://github.com/rust-lang/spec,,side
rust-lang,ssh2-rs,https://github.com/rust-lang/ssh2-rs,,side
rust-lang,stacker,https://github.com/rust-lang/stacker,,side
rust-lang,staging.crates.io-index-archive,https://github.com/rust-lang/staging.crates.io-index-archive,,side
rust-lang,staging.crates.io-index,https://github.com/rust-lang/staging.crates.io-index,,side
rust-lang,std-dev-guide,https://github.com/rust-lang/std-dev-guide,,side
rust-lang,std-replacement-data,https://github.com/rust-lang/std-replacement-data,,side
rust-lang,stdarch,https://github.com/rust-lang/stdarch,,side
rust-lang,style-team,https://github.com/rust-lang/style-team,,side
rust-lang,surveys,https://github.com/rust-lang/surveys,,side
rust-lang,team,https://github.com/rust-lang/team,,side
rust-lang,testing-devex-team,https://github.com/rust-lang/testing-devex-team,,side
rust-lang,thanks,https://github.com/rust-lang/thanks,,side
rust-lang,this-week-in-rust,https://github.com/rust-lang/this-week-in-rust,,side
rust-lang,thorin,https://github.com/rust-lang/thorin,,side
rust-lang,trait-system-refactor-initiative,https://github.com/rust-lang/trait-system-refactor-initiative,,side
rust-lang,triagebot,https://github.com/rust-lang/triagebot,,side
rust-lang,types-team,https://github.com/rust-lang/types-team,,side
rust-lang,unsafe-code-guidelines,https://github.com/rust-lang/unsafe-code-guidelines,,side
rust-lang,wg-allocators,https://github.com/rust-lang/wg-allocators,,side
rust-lang,wg-async,https://github.com/rust-lang/wg-async,,side
rust-lang,wg-cargo-std-aware,https://github.com/rust-lang/wg-cargo-std-aware,,side
rust-lang,wg-macros,https://github.com/rust-lang/wg-macros,,side
rust-lang,wg-security-response,https://github.com/rust-lang/wg-security-response,,side
rust-lang,www.rust-lang.org,https://github.com/rust-lang/www.rust-lang.org,,side
rust-lang,zulip_archive,https://github.com/rust-lang/zulip_archive,,side
tensorflow,agents,https://github.com/tensorflow/agents,,side
tensorflow,build,https://github.com/tensorflow/build,,side
tensorflow,cloud,https://github.com/tensorflow/cloud,,side
tensorflow,codelabs,https://github.com/tensorflow/codelabs,,side
tensorflow,compression,https://github.com/tensorflow/compression,,side
tensorflow,data-validation,https://github.com/tensorflow/data-validation,,side
tensorflow,datasets,https://github.com/tensorflow/datasets,,side
tensorflow,decision-forests,https://github.com/tensorflow/decision-forests,,side
tensorflow,docs-l10n,https://github.com/tensorflow/docs-l10n,,side
tensorflow,docs,https://github.com/tensorflow/docs,,side
tensorflow,examples,https://github.com/tensorflow/examples,,side
tensorflow,fairness-indicators,https://github.com/tensorflow/fairness-indicators,,side
tensorflow,flutter-tflite,https://github.com/tensorflow/flutter-tflite,,side
tensorflow,gnn,https://github.com/tensorflow/gnn,,side
tensorflow,graphics,https://github.com/tensorflow/graphics,,side
tensorflow,hub,https://github.com/tensorflow/hub,,side
tensorflow,io,https://github.com/tensorflow/io,,side
tensorflow,java,https://github.com/tensorflow/java,,side
tensorflow,lingvo,https://github.com/tensorflow/lingvo,,side
tensorflow,metadata,https://github.com/tensorflow/metadata,,side
tensorflow,mlir-hlo,https://github.com/tensorflow/mlir-hlo,,side
tensorflow,model-analysis,https://github.com/tensorflow/model-analysis,,side
tensorflow,model-optimization,https://github.com/tensorflow/model-optimization,,side
tensorflow,models,https://github.com/tensorflow/models,,side
tensorflow,neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,,side
tensorflow,oss-fuzz,https://github.com/tensorflow/oss-fuzz,,side
tensorflow,playground,https://github.com/tensorflow/playground,,side
tensorflow,privacy,https://github.com/tensorflow/privacy,,side
tensorflow,probability,https://github.com/tensorflow/probability,,side
tensorflow,quantum,https://github.com/tensorflow/quantum,,side
tensorflow,recommenders-addons,https://github.com/tensorflow/recommenders-addons,,side
tensorflow,recommenders,https://github.com/tensorflow/recommenders,,side
tensorflow,runtime,https://github.com/tensorflow/runtime,,side
tensorflow,serving,https://github.com/tensorflow/serving,,side
tensorflow,sig-tfjs,https://github.com/tensorflow/sig-tfjs,,side
tensorflow,tcav,https://github.com/tensorflow/tcav,,side
tensorflow,tensorboard,https://github.com/tensorflow/tensorboard,,side
tensorflow,tensorflow,https://github.com/tensorflow/tensorflow,,main
tensorflow,text,https://github.com/tensorflow/text,,side
tensorflow,tfjs-examples,https://github.com/tensorflow/tfjs-examples,,side
tensorflow,tfjs-models,https://github.com/tensorflow/tfjs-models,,side
tensorflow,tfjs-website,https://github.com/tensorflow/tfjs-website,,side
tensorflow,tfjs-wechat,https://github.com/tensorflow/tfjs-wechat,,side
