month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2021-06,1,1,3749,0,14,3749.0,0.0,14.0,1
2021-07,1,1,586,494,65,586.0,494.0,65.0,1
2021-08,1,6,2491,317,299,415.2,52.8,49.8,1
2021-09,1,7,1454,731,339,207.7,104.4,48.4,1
2021-10,1,12,5789,1566,442,482.4,130.5,36.8,1
2021-11,1,22,1485,2548,1022,67.5,115.8,46.5,2
2021-12,1,7,688,243,482,98.3,34.7,68.9,1
2022-01,1,16,2393,520,888,149.6,32.5,55.5,1
2022-02,1,7,25600,15241,391,3657.1,2177.3,55.9,1
2022-03,1,16,827,207,1192,51.7,12.9,74.5,1
2022-04,1,42,2399,729,3041,57.1,17.4,72.4,3
2022-05,1,17,414,99,803,24.4,5.8,47.2,1
2022-06,1,7,64,26,235,9.1,3.7,33.6,1
2022-07,1,8,1680,342,1802,210.0,42.8,225.2,3
2022-08,1,10,15564,2837,4947,1556.4,283.7,494.7,3
2022-09,1,4,816,430,2660,204.0,107.5,665.0,2
2022-10,1,13,1260,718,1408,96.9,55.2,108.3,1
2022-11,1,20,1262,788,1444,63.1,39.4,72.2,2
2022-12,1,4,1305,568,335,326.2,142.0,83.8,1
2023-01,1,17,10301,6375,2691,605.9,375.0,158.3,5
2023-02,1,18,32328,379,1677,1796.0,21.1,93.2,4
2023-03,1,31,6539,707,2082,210.9,22.8,67.2,4
2023-04,1,18,1915,1297,909,106.4,72.1,50.5,1
2023-05,1,24,3020,490,1338,125.8,20.4,55.8,2
2023-06,1,34,2702,1204,2264,79.5,35.4,66.6,3
2023-07,1,29,5000,1384,1612,172.4,47.7,55.6,1
2023-08,1,16,1192,236,828,74.5,14.8,51.8,1
2023-09,1,8,4096,70,871,512.0,8.8,108.9,4
2023-10,1,2,15,12,49,7.5,6.0,24.5,2
2023-11,1,2,221,210,115,110.5,105.0,57.5,2
2023-12,1,3,255,207,153,85.0,69.0,51.0,1
2024-01,1,8,1153,741,892,144.1,92.6,111.5,2
2024-03,1,12,850,213,726,70.8,17.8,60.5,4
2024-04,1,13,1233,374,816,94.8,28.8,62.8,1
2024-05,1,31,14575,12209,1872,470.2,393.8,60.4,2
2024-06,1,25,10845,6378,1653,433.8,255.1,66.1,1
2024-07,1,10,1287,46,669,128.7,4.6,66.9,2
2024-08,1,8,213,268,418,26.6,33.5,52.2,2
2024-09,1,4,98,65,149,24.5,16.2,37.2,2
2024-10,1,8,210,35,378,26.2,4.4,47.2,2
2024-12,1,5,1125,891,641,225.0,178.2,128.2,1
2025-01,1,3,2086,107,458,695.3,35.7,152.7,1
2025-02,1,14,941,300,776,67.2,21.4,55.4,2
2025-03,1,6,36539,130,766,6089.8,21.7,127.7,1
2025-04,1,18,653239,890,3822,36291.1,49.4,212.3,4
2025-05,1,30,74644,59923,5008,2488.1,1997.4,166.9,5
2025-07,1,17,7759,156,8159,456.4,9.2,479.9,2
2025-08,1,31,6092,2758,14936,196.5,89.0,481.8,4
2025-09,1,27,11022,549,15279,408.2,20.3,565.9,2
2025-11,1,24,7194,367,13342,299.8,15.3,555.9,2
2025-12,1,5,279,7,2113,55.8,1.4,422.6,2
2026-01,1,1,2,1,203,2.0,1.0,203.0,1
2026-02,1,20,5031,388,7203,251.6,19.4,360.1,4
2026-03,1,11,1559,159,5469,141.7,14.5,497.2,1
2026-04,1,2,1235,162,3030,617.5,81.0,1515.0,1
2026-05,1,4,1041,602,10520,260.2,150.5,2630.0,1
2026-06,1,18,4758,3490,23937,264.3,193.9,1329.8,4
2026-07,1,4,654,42,492,163.5,10.5,123.0,3
2026-08,1,2,439,118,5667,219.5,59.0,2833.5,1
2026-09,1,2,140,23,177,70.0,11.5,88.5,2
