month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2010-09,1,162,3330,1157,5522,20.6,7.1,34.1,5
2010-10,1,24,980,227,1125,40.8,9.5,46.9,3
2010-11,1,20,678,678,1010,33.9,33.9,50.5,3
2010-12,1,11,553,256,1153,50.3,23.3,104.8,1
2011-01,1,5,40,13,300,8.0,2.6,60.0,3
2011-02,1,8,289,103,1582,36.1,12.9,197.8,1
2011-03,1,5,103,20,306,20.6,4.0,61.2,2
2011-04,1,5,178,63,534,35.6,12.6,106.8,1
2011-05,1,1,38,10,282,38.0,10.0,282.0,1
2011-06,1,15,774,368,1821,51.6,24.5,121.4,2
2011-07,1,15,409,60,1145,27.3,4.0,76.3,5
2011-08,1,1,60,43,485,60.0,43.0,485.0,1
2011-10,1,6,122,16,2850,20.3,2.7,475.0,5
2011-11,1,37,885,448,2989,23.9,12.1,80.8,3
2012-01,1,2,2,2,187,1.0,1.0,93.5,1
2012-02,1,3,18,0,905,6.0,0.0,301.7,3
2012-03,1,8,26,7,1240,3.2,0.9,155.0,4
2012-04,1,16,75,36,1049,4.7,2.2,65.6,4
2012-05,1,2,82,26,200,41.0,13.0,100.0,1
2012-06,1,7,81,36,457,11.6,5.1,65.3,3
2012-07,1,16,552,392,887,34.5,24.5,55.4,3
2012-08,1,7,216,87,494,30.9,12.4,70.6,4
2012-09,1,14,151,81,1492,10.8,5.8,106.6,6
2012-10,1,6,79,19,969,13.2,3.2,161.5,4
2012-11,1,5,18,11,580,3.6,2.2,116.0,2
2012-12,1,3,55,4,651,18.3,1.3,217.0,3
2013-01,1,2,31,2,155,15.5,1.0,77.5,2
2013-02,1,14,348,212,1440,24.9,15.1,102.9,3
2013-03,1,21,235,73,2274,11.2,3.5,108.3,7
2013-04,1,16,111,30,903,6.9,1.9,56.4,6
2013-05,1,7,36,16,708,5.1,2.3,101.1,3
2013-06,1,3,12,2,167,4.0,0.7,55.7,2
2013-07,1,4,30,6,240,7.5,1.5,60.0,3
2013-08,1,1,5,1,141,5.0,1.0,141.0,1
2013-09,1,2,2,2,21,1.0,1.0,10.5,1
2013-10,1,13,128,8,739,9.8,0.6,56.8,4
2013-11,1,9,65,8,372,7.2,0.9,41.3,2
2013-12,1,10,96,28,551,9.6,2.8,55.1,4
2014-02,1,4,22,4,292,5.5,1.0,73.0,3
2014-03,1,1,5,0,50,5.0,0.0,50.0,1
2014-04,1,3,16,5,119,5.3,1.7,39.7,3
2014-05,1,15,42,8,921,2.8,0.5,61.4,4
2014-06,1,2,20,7,118,10.0,3.5,59.0,1
2014-07,1,23,190,94,981,8.3,4.1,42.7,3
2014-08,1,10,162,98,439,16.2,9.8,43.9,2
2014-09,1,1,32,2,33,32.0,2.0,33.0,1
2014-12,1,1,12,3,146,12.0,3.0,146.0,1
2015-01,1,1,165,150,70,165.0,150.0,70.0,1
2015-02,1,3,14,3,217,4.7,1.0,72.3,3
2015-03,1,3,3,1,127,1.0,0.3,42.3,2
2015-04,1,5,109,5,316,21.8,1.0,63.2,2
2015-05,1,4,12,4,1360,3.0,1.0,340.0,4
2015-06,1,1,2,2,61,2.0,2.0,61.0,1
2015-07,1,46,5604,3282,4863,121.8,71.3,105.7,10
2015-08,1,28,734,406,2135,26.2,14.5,76.2,6
2015-09,1,164,3581,3340,12507,21.8,20.4,76.3,8
2015-10,1,89,4402,2228,4292,49.5,25.0,48.2,9
2015-11,1,51,1285,1626,2913,25.2,31.9,57.1,3
2015-12,1,15,531,402,697,35.4,26.8,46.5,2
2016-01,1,18,406,429,1348,22.6,23.8,74.9,6
2016-02,1,5,797,39,337,159.4,7.8,67.4,2
2016-03,1,65,4399,3295,4394,67.7,50.7,67.6,3
2016-04,1,37,2110,793,2323,57.0,21.4,62.8,3
2016-05,1,19,654,536,909,34.4,28.2,47.8,4
2016-06,1,15,128,26,1311,8.5,1.7,87.4,5
2016-07,1,2,1,1,160,0.5,0.5,80.0,2
2016-09,1,1,1,1,76,1.0,1.0,76.0,1
2016-10,1,8,38,9,469,4.8,1.1,58.6,2
2016-11,1,5,57,11,695,11.4,2.2,139.0,4
2017-01,1,9,317,237,496,35.2,26.3,55.1,1
2017-02,1,1,0,0,110,0.0,0.0,110.0,1
2017-03,1,16,67,30,776,4.2,1.9,48.5,6
2017-04,1,7,22,11,378,3.1,1.6,54.0,5
2017-05,1,4,39,34,132,9.8,8.5,33.0,1
2017-07,1,14,37,25,702,2.6,1.8,50.1,6
2017-08,1,7,279,179,242,39.9,25.6,34.6,3
2017-10,1,2,33,6,72,16.5,3.0,36.0,2
2017-11,1,3,26,2,196,8.7,0.7,65.3,1
2018-01,1,1,13,11,33,13.0,11.0,33.0,1
2018-02,1,7,41,34,245,5.9,4.9,35.0,4
2018-03,1,2,1,1,139,0.5,0.5,69.5,2
2018-04,1,4,12,7,174,3.0,1.8,43.5,2
2018-05,1,6,13,6,405,2.2,1.0,67.5,4
2018-06,1,5,127,5,573,25.4,1.0,114.6,3
2018-07,1,1,0,6,139,0.0,6.0,139.0,1
2018-08,1,4,4,1,332,1.0,0.2,83.0,3
2018-11,1,6,55,3,350,9.2,0.5,58.3,3
2018-12,1,3,1,1,188,0.3,0.3,62.7,2
2019-01,1,1,1,1,38,1.0,1.0,38.0,1
2019-02,1,3,95,94,125,31.7,31.3,41.7,2
2019-05,1,2,5,3,230,2.5,1.5,115.0,2
2020-02,1,63,2187,2144,2844,34.7,34.0,45.1,6
2020-07,1,3,11,6,137,3.7,2.0,45.7,2
