month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2023-08,1,20,6263,533,567,313.1,26.6,28.4,2
2023-09,1,21,936,488,788,44.6,23.2,37.5,1
2023-10,1,59,7501,5353,2016,127.1,90.7,34.2,2
2023-11,1,39,2165,1951,1670,55.5,50.0,42.8,1
2023-12,1,7,673,400,99,96.1,57.1,14.1,1
2024-01,1,190,30076,18165,6143,158.3,95.6,32.3,11
2024-02,1,189,24886,6343,7595,131.7,33.6,40.2,11
2024-03,1,115,11980,5963,6586,104.2,51.9,57.3,13
2024-04,1,206,27462,12780,16491,133.3,62.0,80.1,24
2024-05,1,248,32367,14328,16071,130.5,57.8,64.8,12
2024-06,1,295,49634,13740,20416,168.3,46.6,69.2,21
2024-07,1,279,44196,42670,17751,158.4,152.9,63.6,30
2024-08,1,440,49506,28806,30233,112.5,65.5,68.7,26
2024-09,1,437,149489,120830,31010,342.1,276.5,71.0,27
2024-10,1,304,32436,10560,21862,106.7,34.7,71.9,22
2024-11,1,306,21683,9944,58186,70.9,32.5,190.2,25
2024-12,1,466,50065,30931,37831,107.4,66.4,81.2,29
2025-01,1,391,35165,32248,57298,89.9,82.5,146.5,32
2025-02,1,312,23618,13698,21799,75.7,43.9,69.9,35
2025-03,1,487,20202,9591,54418,41.5,19.7,111.7,39
2025-04,1,379,24358,18474,47634,64.3,48.7,125.7,25
2025-05,1,368,76143,96124,24052,206.9,261.2,65.4,40
2025-06,1,263,28183,33249,26780,107.2,126.4,101.8,45
2025-07,1,346,76307,62528,67992,220.5,180.7,196.5,54
2025-08,1,48,8689,2851,11476,181.0,59.4,239.1,16
2025-09,1,92,12034,5921,117979,130.8,64.4,1282.4,31
2025-10,1,44,11073,6705,37267,251.7,152.4,847.0,11
2025-11,1,48,4774,3220,39611,99.5,67.1,825.2,20
2025-12,1,30,6486,3617,9766,216.2,120.6,325.5,11
2026-01,1,35,15240,127097,60261,435.4,3631.3,1721.7,10
2026-02,1,85,23720,10653,668401,279.1,125.3,7863.5,10
2026-03,1,131,18941,4432,1134518,144.6,33.8,8660.4,12
2026-04,1,107,34625,6239,620278,323.6,58.3,5797.0,16
2026-05,1,122,34296,5796,802561,281.1,47.5,6578.4,13
2026-06,1,70,6921,4802,771048,98.9,68.6,11015.0,11
2026-07,1,35,2983,1835,613975,85.2,52.4,17542.1,8
2026-08,1,36,3936,2544,584129,109.3,70.7,16225.8,9
2026-09,1,36,3063,2474,582365,85.1,68.7,16176.8,10
