month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2026-05,1,19,6893,297,650,362.8,15.6,34.2,1
2026-06,1,7,516,446,216,73.7,63.7,30.9,1
2026-07,1,8,994,738,326,124.2,92.2,40.8,2
2026-08,1,6,702,485,305,117.0,80.8,50.8,3
2026-09,1,10,366,232,432,36.6,23.2,43.2,2
