month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2018-02,1,52,28054,2496,1463,539.5,48.0,28.1,1
2018-03,1,41,5893,417,1122,143.7,10.2,27.4,3
2018-04,1,10,1246,768,369,124.6,76.8,36.9,4
2018-05,1,12,916,457,345,76.3,38.1,28.8,5
2018-06,1,29,7256,2392,930,250.2,82.5,32.1,9
2018-07,1,47,1357,512,1343,28.9,10.9,28.6,8
2018-08,1,39,3416,1132,1280,87.6,29.0,32.8,14
2018-09,1,22,290,104,813,13.2,4.7,37.0,11
2018-10,1,15,328,29,445,21.9,1.9,29.7,9
2018-11,1,15,129,97,742,8.6,6.5,49.5,9
2018-12,1,51,1219,831,2318,23.9,16.3,45.5,12
2019-01,1,52,2331,325,2750,44.8,6.2,52.9,18
2019-02,1,22,925,122,1343,42.0,5.5,61.0,8
2019-03,1,28,670,244,1126,23.9,8.7,40.2,9
2019-04,1,76,2648,535,3065,34.8,7.0,40.3,18
2019-05,1,30,1776,154,1605,59.2,5.1,53.5,14
2019-06,1,32,1012,673,3094,31.6,21.0,96.7,11
2019-07,1,30,1416,558,1198,47.2,18.6,39.9,14
2019-08,1,32,762,107,1453,23.8,3.3,45.4,9
2019-09,1,36,1234,373,1923,34.3,10.4,53.4,11
2019-10,1,34,531,160,1616,15.6,4.7,47.5,14
2019-11,1,31,599,118,2078,19.3,3.8,67.0,18
2019-12,1,25,425,89,1727,17.0,3.6,69.1,15
2020-01,1,28,2836,2420,2145,101.3,86.4,76.6,14
2020-02,1,59,1192,214,2559,20.2,3.6,43.4,16
2020-03,1,99,2414,1511,4082,24.4,15.3,41.2,12
2020-04,1,95,5537,1980,4380,58.3,20.8,46.1,15
2020-05,1,84,2372,952,4357,28.2,11.3,51.9,19
2020-06,1,89,2568,1190,4146,28.9,13.4,46.6,25
2020-07,1,60,2176,1265,3324,36.3,21.1,55.4,19
2020-08,1,78,1790,912,4406,22.9,11.7,56.5,24
2020-09,1,78,8661,4642,4286,111.0,59.5,54.9,17
2020-10,1,74,482,271,3645,6.5,3.7,49.3,23
2020-11,1,37,1165,239,2135,31.5,6.5,57.7,14
2020-12,1,32,378,124,1731,11.8,3.9,54.1,18
2021-01,1,25,465,87,1286,18.6,3.5,51.4,12
2021-02,1,37,501,212,1786,13.5,5.7,48.3,12
2021-03,1,54,997,381,2815,18.5,7.1,52.1,18
2021-04,1,98,1643,8961,5795,16.8,91.4,59.1,20
2021-05,1,111,6774,1541,6508,61.0,13.9,58.6,17
2021-06,1,45,474,287,2616,10.5,6.4,58.1,19
2021-07,1,55,2110,18494,2488,38.4,336.3,45.2,12
2021-08,1,34,907,931,1602,26.7,27.4,47.1,11
2021-09,1,17,47,23,912,2.8,1.4,53.6,12
2021-10,1,60,791,2160,9772,13.2,36.0,162.9,15
2021-11,1,23,265,99,1346,11.5,4.3,58.5,17
2021-12,1,24,470,570,1559,19.6,23.8,65.0,20
2022-01,1,7,29,11,368,4.1,1.6,52.6,10
2022-02,1,14,42,127,607,3.0,9.1,43.4,12
2022-03,1,22,815,915,2151,37.0,41.6,97.8,11
2022-04,1,15,150,25,768,10.0,1.7,51.2,14
2022-05,1,14,202,160,587,14.4,11.4,41.9,6
2022-06,1,9,14,19,640,1.6,2.1,71.1,10
2022-07,1,30,267,45,1299,8.9,1.5,43.3,12
2022-08,1,134,1061,349,4346,7.9,2.6,32.4,10
2022-09,1,53,561,382,2903,10.6,7.2,54.8,15
2022-10,1,51,2187,823,2380,42.9,16.1,46.7,14
2022-11,1,14,17526,11531,495,1251.9,823.6,35.4,7
2022-12,1,26,9758,5879,931,375.3,226.1,35.8,9
2023-01,1,28,809,212,1765,28.9,7.6,63.0,8
2023-02,1,34,888,293,2148,26.1,8.6,63.2,6
2023-03,1,28,693,84,1974,24.8,3.0,70.5,8
2023-04,1,42,1326,323,1722,31.6,7.7,41.0,8
2023-05,1,34,1230,554,2351,36.2,16.3,69.1,7
2023-06,1,36,2190,661,1835,60.8,18.4,51.0,13
2023-07,1,14,745,202,562,53.2,14.4,40.1,7
2023-08,1,37,2051,385,2412,55.4,10.4,65.2,12
2023-09,1,31,1008,351,1497,32.5,11.3,48.3,9
2023-10,1,15,6380,8770,603,425.3,584.7,40.2,10
2023-11,1,31,554,199,2015,17.9,6.4,65.0,15
2023-12,1,21,1321,602,1171,62.9,28.7,55.8,9
2024-01,1,5,5,5,478,1.0,1.0,95.6,5
2024-02,1,6,7,6,323,1.2,1.0,53.8,5
2024-03,1,1,1,1,132,1.0,1.0,132.0,2
2024-04,1,5,51,40,250,10.2,8.0,50.0,5
2024-05,1,12,781,752,582,65.1,62.7,48.5,8
2024-06,1,11,612,44,420,55.6,4.0,38.2,5
2024-07,1,8,250,387,263,31.2,48.4,32.9,5
2024-08,1,10,634,254,300,63.4,25.4,30.0,4
2024-09,1,6,1925,93,230,320.8,15.5,38.3,6
2024-10,1,4,31,20,155,7.8,5.0,38.8,4
2024-11,1,9,22,29,403,2.4,3.2,44.8,4
2024-12,1,2,8,4,146,4.0,2.0,73.0,3
2025-01,1,4,70,32,1319,17.5,8.0,329.8,2
2025-02,1,8,855,584,173,106.9,73.0,21.6,5
2025-03,1,7,8828,282,257,1261.1,40.3,36.7,5
2025-04,1,7,39,30,338,5.6,4.3,48.3,10
2025-05,1,5,8,6,171,1.6,1.2,34.2,5
2025-06,1,22,251,665,798,11.4,30.2,36.3,6
2025-07,1,12,2093,939,856,174.4,78.2,71.3,7
2025-08,1,17,63,29,743,3.7,1.7,43.7,12
2025-09,1,24,433,341,2474,18.0,14.2,103.1,7
2025-10,1,29,621,83,2082,21.4,2.9,71.8,11
2025-11,1,15,116,37,413,7.7,2.5,27.5,8
2025-12,1,12,1618,311,789,134.8,25.9,65.8,9
2026-01,1,28,2624,197,1791,93.7,7.0,64.0,12
2026-02,1,7,3411,2859,328,487.3,408.4,46.9,5
2026-03,1,23,737,542,1714,32.0,23.6,74.5,16
2026-04,1,61,2380,1952,1386,39.0,32.0,22.7,8
2026-05,1,116,2308,1969,13762,19.9,17.0,118.6,9
2026-06,1,14,1857,725,939,132.6,51.8,67.1,6
2026-07,1,5,665,14,546,133.0,2.8,109.2,4
2026-08,1,4,76,1,588,19.0,0.2,147.0,7
2026-09,1,2,28,2,1292,14.0,1.0,646.0,2
