month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2011-04,1,96,873750,6740,10717,9101.6,70.2,111.6,10
2011-05,1,10,86,16,1247,8.6,1.6,124.7,4
2011-06,1,6,2076,1194,495,346.0,199.0,82.5,2
2011-07,1,200,1053428,914026,15128,5267.1,4570.1,75.6,5
2011-08,1,346,51702,58258,32197,149.4,168.4,93.1,8
2011-09,1,610,120306,76886,58972,197.2,126.0,96.7,16
2011-10,1,996,178762,115794,100109,179.5,116.3,100.5,17
2011-11,1,1820,447323,204972,169407,245.8,112.6,93.1,21
2011-12,1,2931,389121,679743,238718,132.8,231.9,81.4,26
2012-01,1,2121,153081,247323,173713,72.2,116.6,81.9,21
2012-02,1,2043,120231,95970,174917,58.9,47.0,85.6,22
2012-03,1,1386,356949,366492,117889,257.5,264.4,85.1,19
2012-04,1,1071,79854,73857,93157,74.6,69.0,87.0,21
2012-05,1,1953,95925,58053,178127,49.1,29.7,91.2,22
2012-06,1,879,38310,27093,76140,43.6,30.8,86.6,17
2012-07,1,1032,115800,96825,90889,112.2,93.8,88.1,13
2012-08,1,1011,226953,146922,81222,224.5,145.3,80.3,12
2012-09,1,1233,59526,36042,84584,48.3,29.2,68.6,10
2012-10,1,797,82924,35810,51540,104.0,44.9,64.7,7
2012-11,1,577,17366,18098,46753,30.1,31.4,81.0,24
2012-12,1,501,92821,61446,31755,185.3,122.6,63.4,18
2013-01,1,614,29000,27350,40672,47.2,44.5,66.2,25
2013-02,1,511,16886,17375,34328,33.0,34.0,67.2,19
2013-03,1,735,40810,151275,43794,55.5,205.8,59.6,24
2013-04,1,613,5565,5632,44775,9.1,9.2,73.0,22
2013-05,1,295,1598,830,22840,5.4,2.8,77.4,24
2013-06,1,233,58958,31650,16335,253.0,135.8,70.1,26
2013-07,1,501,201227,30803,37271,401.7,61.5,74.4,40
2013-08,1,546,54655,203062,31121,100.1,371.9,57.0,30
2013-09,1,704,42553,49835,41355,60.4,70.8,58.7,36
2013-10,1,988,122978,77691,55736,124.5,78.6,56.4,46
2013-11,1,825,101274,82524,50391,122.8,100.0,61.1,44
2013-12,1,903,84512,114964,51738,93.6,127.3,57.3,42
2014-01,1,1146,82729,94945,57939,72.2,82.8,50.6,38
2014-02,1,1004,150019,167396,53963,149.4,166.7,53.7,43
2014-03,1,1118,134524,150062,62520,120.3,134.2,55.9,46
2014-04,1,709,44095,93833,40646,62.2,132.3,57.3,34
2014-05,1,490,5912,10474,27229,12.1,21.4,55.6,38
2014-06,1,417,72544,5873,22104,174.0,14.1,53.0,31
2014-07,1,540,99666,93606,29331,184.6,173.3,54.3,45
2014-08,1,415,21952,13129,24087,52.9,31.6,58.0,31
2014-09,1,407,6391,4552,27444,15.7,11.2,67.4,37
2014-10,1,469,9193,6094,29232,19.6,13.0,62.3,33
2014-11,1,518,6280,3133,31490,12.1,6.0,60.8,25
2014-12,1,337,11368,8107,19250,33.7,24.1,57.1,24
2015-01,1,489,25480,6872,30855,52.1,14.1,63.1,34
2015-02,1,564,36148,21539,34346,64.1,38.2,60.9,42
2015-03,1,592,17433,18793,44921,29.4,31.7,75.9,51
2015-04,1,342,13402,4884,25418,39.2,14.3,74.3,37
2015-05,1,349,14185,13623,26719,40.6,39.0,76.6,34
2015-06,1,344,18998,34280,27183,55.2,99.7,79.0,30
2015-07,1,632,288687,265914,51152,456.8,420.8,80.9,44
2015-08,1,1079,14618,15052,83495,13.5,13.9,77.4,42
2015-09,1,589,11641,5705,43041,19.8,9.7,73.1,39
2015-10,1,453,29102,16687,32725,64.2,36.8,72.2,31
2015-11,1,299,27680,6091,19164,92.6,20.4,64.1,28
2015-12,1,324,12879,13011,21689,39.8,40.2,66.9,22
2016-01,1,596,43996,94820,34273,73.8,159.1,57.5,28
2016-02,1,623,188272,162173,40797,302.2,260.3,65.5,33
2016-03,1,550,68904,61859,34713,125.3,112.5,63.1,30
2016-04,1,574,50719,88854,43672,88.4,154.8,76.1,34
2016-05,1,495,119696,17853,33626,241.8,36.1,67.9,34
2016-06,1,363,25816,28583,30875,71.1,78.7,85.1,31
2016-07,1,316,19391,21561,19225,61.4,68.2,60.8,20
2016-08,1,493,172126,252319,37480,349.1,511.8,76.0,33
2016-09,1,903,29650,22846,58741,32.8,25.3,65.1,48
2016-10,1,616,177282,139352,41393,287.8,226.2,67.2,29
2016-11,1,379,163861,69018,24163,432.4,182.1,63.8,27
2016-12,1,376,6758,41058,28269,18.0,109.2,75.2,33
2017-01,1,461,108363,85341,29186,235.1,185.1,63.3,31
2017-02,1,365,79149,61168,26161,216.8,167.6,71.7,40
2017-03,1,275,130012,90138,17637,472.8,327.8,64.1,28
2017-04,1,324,140318,15594,21697,433.1,48.1,67.0,24
2017-05,1,396,156735,121539,22606,395.8,306.9,57.1,24
2017-06,1,345,93550,117415,21156,271.2,340.3,61.3,22
2017-07,1,263,28250,25387,15597,107.4,96.5,59.3,22
2017-08,1,276,92801,66543,17447,336.2,241.1,63.2,27
2017-09,1,234,31710,25376,13890,135.5,108.4,59.4,23
2017-10,1,376,25420,16415,17974,67.6,43.7,47.8,24
2017-11,1,348,95185,89738,22724,273.5,257.9,65.3,32
2017-12,1,219,25019,10649,12392,114.2,48.6,56.6,25
