month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2021-06,1,8,28620,2161,125,3577.5,270.1,15.6,1
2021-08,1,28,2925,1310,734,104.5,46.8,26.2,1
2021-09,1,6,27335,11853,165,4555.8,1975.5,27.5,1
2021-10,1,99,38176,32242,4660,385.6,325.7,47.1,10
2021-11,1,91,17647,16429,4021,193.9,180.5,44.2,6
2021-12,1,25,742,670,1253,29.7,26.8,50.1,4
2022-01,1,49,1649,22502,2083,33.7,459.2,42.5,3
2022-02,1,72,13919,6256,2518,193.3,86.9,35.0,5
2022-03,1,156,32938,52410,6019,211.1,336.0,38.6,5
2022-04,1,75,38500,687,3290,513.3,9.2,43.9,6
2022-05,1,105,5486,8970,5554,52.2,85.4,52.9,7
2022-06,1,45,756,499,2158,16.8,11.1,48.0,7
2022-07,1,56,548,324,2796,9.8,5.8,49.9,8
2022-08,1,23,422,463,1003,18.3,20.1,43.6,6
2022-09,1,16,840,2186,914,52.5,136.6,57.1,3
2022-10,1,25,804,482,1480,32.2,19.3,59.2,4
2022-11,1,21,487,206,980,23.2,9.8,46.7,5
2022-12,1,58,1364,718,3025,23.5,12.4,52.2,10
2023-01,1,59,37647,738,3173,638.1,12.5,53.8,13
2023-02,1,20,52,34,1051,2.6,1.7,52.5,7
2023-03,1,15,38688,30342,1046,2579.2,2022.8,69.7,6
2023-04,1,5,620,1104,282,124.0,220.8,56.4,4
2023-05,1,16,239,110,1049,14.9,6.9,65.6,9
2023-06,1,60,735,573,2634,12.2,9.6,43.9,8
2023-07,1,9,24,25,567,2.7,2.8,63.0,3
2023-08,1,11,594,543,522,54.0,49.4,47.5,4
2023-09,1,10,28,24,970,2.8,2.4,97.0,6
2023-10,1,5,11,5,295,2.2,1.0,59.0,5
2023-11,1,3,22,5,134,7.3,1.7,44.7,1
2023-12,1,8,229,48,446,28.6,6.0,55.8,4
2024-01,1,11,4,1,916,0.4,0.1,83.3,7
2024-02,1,25,372,278,1588,14.9,11.1,63.5,9
2024-03,1,12,76,16,761,6.3,1.3,63.4,7
2024-04,1,6,157,1,421,26.2,0.2,70.2,4
2024-05,1,19,363,325,1052,19.1,17.1,55.4,4
2024-06,1,28,1000,391,1370,35.7,14.0,48.9,4
2024-07,1,7,32,99,359,4.6,14.1,51.3,5
2024-08,1,4,2,1,207,0.5,0.2,51.8,3
2024-09,1,12,25810,53259,779,2150.8,4438.2,64.9,4
2024-10,1,1,28,7,19,28.0,7.0,19.0,1
2024-11,1,3,1,1,206,0.3,0.3,68.7,2
2024-12,1,4,9,9,263,2.2,2.2,65.8,3
2025-01,1,26,2295,1904,641,88.3,73.2,24.7,3
2025-02,1,18,1116,1175,427,62.0,65.3,23.7,1
2025-03,1,20,1311,1270,545,65.5,63.5,27.2,3
2025-04,1,32,4283,3297,812,133.8,103.0,25.4,1
2025-05,1,24,2359,2220,728,98.3,92.5,30.3,6
2025-06,1,50,67203,91987,1613,1344.1,1839.7,32.3,9
2025-07,1,2,535,528,149,267.5,264.0,74.5,2
2025-08,1,16,1015,569,452,63.4,35.6,28.2,2
2025-09,1,96,2748,1421,7212,28.6,14.8,75.1,7
2025-10,1,35,3258,1314,844,93.1,37.5,24.1,3
2025-11,1,47,1528,836,2638,32.5,17.8,56.1,8
2025-12,1,45,415,255,3232,9.2,5.7,71.8,6
2026-01,1,80,1631,782,4061,20.4,9.8,50.8,10
2026-02,1,31,212,242,1955,6.8,7.8,63.1,9
2026-03,1,72,5143,1531,5205,71.4,21.3,72.3,7
2026-04,1,21,316,140,1439,15.0,6.7,68.5,7
2026-05,1,33,497,428,2601,15.1,13.0,78.8,6
2026-06,1,31,418,335,1585,13.5,10.8,51.1,8
2026-07,1,20,204,92,1538,10.2,4.6,76.9,3
