Repository,Project,Location,Data file,Date
ts-pw-d365-ce-fo,ts-pw-d365-ce-fo,https://github.com/QE-at-CGI-FI/ts-pw-d365-ce-fo,ts-pw-d365-ce-fo.csv,2026-09-14
