month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2012-05,1,22,286,62,581,13.0,2.8,26.4,2
2012-06,1,8,155,47,260,19.4,5.9,32.5,1
2012-07,1,12,132,99,473,11.0,8.2,39.4,2
2012-09,1,6,261,86,460,43.5,14.3,76.7,1
2012-10,1,3,35,2,110,11.7,0.7,36.7,1
2013-02,1,11,119,64,511,10.8,5.8,46.5,3
2013-03,1,1,1,2,16,1.0,2.0,16.0,1
2013-04,1,2,3,1,41,1.5,0.5,20.5,1
2013-06,1,1,5,2,156,5.0,2.0,156.0,1
2013-07,1,6,21,7,449,3.5,1.2,74.8,3
2013-08,1,78,2968,1630,3100,38.1,20.9,39.7,3
2013-09,1,10,530,45,1104,53.0,4.5,110.4,2
2013-10,1,3,66,8,298,22.0,2.7,99.3,2
2013-11,1,9,189,163,912,21.0,18.1,101.3,3
2013-12,1,11,148,57,1111,13.5,5.2,101.0,2
2014-01,1,2,134,112,148,67.0,56.0,74.0,1
2014-02,1,10,597,136,704,59.7,13.6,70.4,4
2014-03,1,20,283,224,1684,14.2,11.2,84.2,3
2014-04,1,68,1558,524,4729,22.9,7.7,69.5,4
2014-05,1,53,800,484,2777,15.1,9.1,52.4,2
2014-07,1,3,3,2,282,1.0,0.7,94.0,2
2014-08,1,1,32,2,47,32.0,2.0,47.0,1
2014-09,1,45,1255,737,4203,27.9,16.4,93.4,4
2014-10,1,14,222,291,550,15.9,20.8,39.3,4
2014-11,1,5,44,17,521,8.8,3.4,104.2,3
2014-12,1,12,25,12,817,2.1,1.0,68.1,4
2015-01,1,6,85,10,357,14.2,1.7,59.5,3
2015-02,1,3,6,6,136,2.0,2.0,45.3,2
2015-03,1,23,385,105,1423,16.7,4.6,61.9,5
2015-04,1,11,481,873,1375,43.7,79.4,125.0,3
2015-05,1,20,457,83,1263,22.9,4.2,63.1,6
2015-06,1,9,786,668,408,87.3,74.2,45.3,5
2015-07,1,38,1159,160,2657,30.5,4.2,69.9,8
2015-08,1,59,857,328,4541,14.5,5.6,77.0,9
2015-09,1,4,541,2,284,135.2,0.5,71.0,3
2015-10,1,5,22,5,373,4.4,1.0,74.6,4
