month,repos,commits,insertions,deletions,total_msg_chars,avg_insertions,avg_deletions,avg_msg_length,active_authors
2020-12,1,30,2249,319,1420,75.0,10.6,47.3,2
2021-01,1,96,5322,1485,5061,55.4,15.5,52.7,2
2021-02,1,6,35,19,278,5.8,3.2,46.3,1
2021-03,1,11,1603,578,654,145.7,52.5,59.5,1
2021-04,1,10,584,149,1116,58.4,14.9,111.6,1
2021-05,1,14,1965,664,1840,140.4,47.4,131.4,1
2021-06,1,20,1647,889,1692,82.3,44.5,84.6,1
2021-07,1,40,39272,3430,2992,981.8,85.8,74.8,1
2021-08,1,77,51046,45418,6798,662.9,589.8,88.3,1
2021-09,1,23,5553,3488,1888,241.4,151.7,82.1,2
2021-10,1,26,873,161,1988,33.6,6.2,76.5,2
2021-11,1,49,44332,17818,3960,904.7,363.6,80.8,2
2021-12,1,24,2290,558,1151,95.4,23.2,48.0,1
2022-01,1,45,68598,58591,2544,1524.4,1302.0,56.5,2
2022-02,1,36,2886,2257,3383,80.2,62.7,94.0,3
2022-03,1,28,2257,454,4973,80.6,16.2,177.6,3
2022-04,1,28,982,307,6207,35.1,11.0,221.7,4
2022-05,1,18,316,123,3727,17.6,6.8,207.1,3
2022-06,1,9,2847,2437,2373,316.3,270.8,263.7,3
2022-07,1,9,301,118,3012,33.4,13.1,334.7,3
2022-08,1,5,20,15,404,4.0,3.0,80.8,3
2022-09,1,12,737,515,1012,61.4,42.9,84.3,3
2022-10,1,25,946,851,4136,37.8,34.0,165.4,5
2022-11,1,42,5034,3335,18871,119.9,79.4,449.3,4
2022-12,1,20,5517,2904,47557,275.9,145.2,2377.8,4
2023-01,1,8,1356,48,12297,169.5,6.0,1537.1,2
2023-02,1,18,3025,2302,53788,168.1,127.9,2988.2,3
2023-03,1,16,6042,2655,32014,377.6,165.9,2000.9,2
2023-04,1,4,97,27,8178,24.2,6.8,2044.5,2
2023-05,1,5,9447,340,31993,1889.4,68.0,6398.6,2
2023-06,1,6,1324,94,3515,220.7,15.7,585.8,4
2023-07,1,6,197,77,27663,32.8,12.8,4610.5,3
2023-08,1,3,2268,960,2469,756.0,320.0,823.0,1
2023-09,1,5,58,44,11101,11.6,8.8,2220.2,2
2023-10,1,9,692,51,2834,76.9,5.7,314.9,1
2023-11,1,7,141,91,68692,20.1,13.0,9813.1,2
2023-12,1,3,22,22,2677,7.3,7.3,892.3,3
2024-01,1,56,5406,9286,19447,96.5,165.8,347.3,5
2024-02,1,17,7724,118,36336,454.4,6.9,2137.4,2
2024-03,1,7,123,134,24386,17.6,19.1,3483.7,2
2024-04,1,13,63,56,135336,4.8,4.3,10410.5,2
2024-05,1,2,8,8,3319,4.0,4.0,1659.5,2
2024-06,1,1,9,7,39,9.0,7.0,39.0,1
2024-07,1,16,682,124,827,42.6,7.8,51.7,2
2024-08,1,22,1387,271,5371,63.0,12.3,244.1,4
2024-09,1,2,3,3,404,1.5,1.5,202.0,2
2024-11,1,1,2,1,188,2.0,1.0,188.0,1
2025-03,1,1,3,0,13,3.0,0.0,13.0,1
2026-01,1,1,259,253,1451,259.0,253.0,1451.0,1
